modality,genre,n_transitions,mean_cosine_distance,median_cosine_distance,mean_euclidean_distance,median_euclidean_distance,median_tracks_t,median_tracks_t1
essentia,reggae,40,0.0478770332774871,0.039300867383348426,2.7382792440180688,2.55130843679456,72.0,77.0
essentia,rock,60,0.11026001714762643,0.06242338361528965,1.8999332321522018,1.4547765479007424,149.0,175.5
essentia,samba,40,0.04160075815595947,0.0252508525252636,2.7849987476723266,2.1636223135526182,66.0,66.0
essentia,shoegaze,34,0.04305511432718103,0.026161461099123318,2.311991715642031,2.0479247795529982,136.5,146.0
essentia,singer-songwriter,55,0.02573977788763621,0.01375163720926098,2.1001932105130328,1.7254869452082464,141.0,153.0
essentia,soft rock,48,0.10253289075116578,0.077290546162819,2.9117387552735834,2.734413346467332,42.0,42.5
essentia,soul,60,0.0437106882462569,0.026626740566536744,1.8943741779718073,1.7877584255611598,146.5,149.5
essentia,soundtrack,42,0.048320470123896946,0.019314781834767758,2.583573204474411,2.2456472451967033,130.0,133.5
essentia,synthpop,40,0.07564783208516217,0.05673175638138639,2.532808593554666,2.536919176564145,37.5,38.0
essentia,thrash metal,36,0.010308426251256029,0.008039137669090646,2.095949747718718,1.857640737082638,118.5,120.0
lyrics_tf_idf,alternative rock,36,0.14063332956849664,0.1306033573988934,1.345161859257733,0.9362248931415167,467.0,491.0
lyrics_tf_idf,ambient,41,0.051641471821089496,0.03828632666539733,1.1939915575725668,0.9377925091390792,165.0,179.0
lyrics_tf_idf,black metal,35,0.0705975872862174,0.04619209672005553,2.4412555362959876,1.7779483373079885,147.0,155.0
lyrics_tf_idf,blues,60,0.1622324550834332,0.14245552872839268,2.3829592158345636,2.05550238173274,76.0,79.5
lyrics_tf_idf,bossa nova,52,0.1450007328056391,0.13647087017604065,3.428562922505468,3.4491926962093675,37.0,39.0
lyrics_tf_idf,brazilian rock,33,0.1434196330781187,0.13196678811528595,3.4070718019741637,3.227451598278061,47.0,48.0
lyrics_tf_idf,classic rock,60,0.1760441085431313,0.1668488678828693,1.9205759590691918,1.8801585722703198,100.5,104.5
lyrics_tf_idf,country,50,0.13567781197541612,0.13492248230239495,2.509758868253444,2.554091139494214,66.0,68.0
lyrics_tf_idf,death metal,32,0.05192092982158385,0.044162563755615336,1.976402814421629,1.7866109806394794,169.0,172.0
lyrics_tf_idf,disco,45,0.16009709084919443,0.158072177835757,2.531627000740755,2.661446095519075,55.0,56.0
lyrics_tf_idf,doom metal,32,0.10194828782999696,0.0852186538235164,2.2727795471805874,1.9437962567313851,111.5,118.0
lyrics_tf_idf,dream pop,33,0.18217924959184786,0.162427031839814,2.7476358205261175,2.5830882706843923,48.0,49.0
lyrics_tf_idf,easy listening,44,0.1722754634732199,0.17744529716314567,3.2837158063399667,3.1425645876725508,31.5,32.0
lyrics_tf_idf,electronic,44,0.12712726599144836,0.1069636795741351,2.025037185676253,1.2621766845513986,176.0,219.5
lyrics_tf_idf,experimental,51,0.16453105057350853,0.12717148241888676,2.7506646788749083,2.4951630959600766,37.0,38.0
lyrics_tf_idf,folk,56,0.1616955089069228,0.1463249275972051,2.903415865885908,3.1251493465957703,40.5,42.0
lyrics_tf_idf,funk,50,0.15447067475493031,0.14118494657516661,2.1765680758793895,2.0334190095007556,81.5,82.5
lyrics_tf_idf,glam rock,34,0.19063041496947852,0.16985305886903446,3.6459150995919902,3.4851274296370636,28.5,28.5
lyrics_tf_idf,gothic rock,32,0.15747228453461468,0.14598246588800118,2.980124752469185,2.8472697074518747,49.5,52.5
lyrics_tf_idf,grunge,31,0.18923217139864762,0.1698212471384507,2.2563496332757844,1.9082635596344313,116.0,117.0
lyrics_tf_idf,hard rock,50,0.1418018826726373,0.13503839177033256,1.4484924524729126,1.2750970316861272,260.5,261.5
lyrics_tf_idf,hardcore,38,0.13860736851551173,0.10338316096422323,2.71496543201362,2.411925099758673,50.5,63.0
lyrics_tf_idf,hardcore punk,29,0.15012158787383723,0.13292051210734246,3.2656227002971927,3.1645873584353996,34.0,35.0
lyrics_tf_idf,indie rock,32,0.131403819573839,0.1177590996032879,1.5350097814368653,1.0251226927116286,438.5,547.0
lyrics_tf_idf,industrial,34,0.1567017647890105,0.14912348961199534,2.1366861724823485,1.77659085485598,147.0,154.5
lyrics_tf_idf,jazz,60,0.13648716779786638,0.12132251058039589,1.8630889891341085,1.6523408929316528,82.0,82.0
lyrics_tf_idf,latin,37,0.09831048840049231,0.08476333846075013,2.142284785029348,1.6687953774399427,144.0,171.0
lyrics_tf_idf,metal,47,0.13067875557039843,0.111129307351585,2.442436831475115,2.1082115712131553,67.0,74.0
lyrics_tf_idf,mpb,52,0.11282030121414915,0.10378467199361524,2.4750922828609196,2.38173054170704,83.0,85.5
lyrics_tf_idf,new wave,42,0.18507800562478285,0.16541723348810572,1.9070974949752797,1.7232901541248649,133.0,136.5
lyrics_tf_idf,pop,56,0.11807916881928955,0.11602315095261084,1.4195204290757524,0.9707005024550308,404.5,418.5
lyrics_tf_idf,pop rock,30,0.140717656852304,0.11292345155550304,2.2281687116112603,1.7488054068983594,130.0,184.5
lyrics_tf_idf,post-hardcore,34,0.12981757048638404,0.09323742115715228,2.3381372742388704,1.5650778708734978,68.0,88.5
lyrics_tf_idf,post-punk,42,0.1846413643916652,0.1679547974654883,2.1203104946922293,1.7370167049328793,154.5,157.5
lyrics_tf_idf,power metal,32,0.08714434372150462,0.06400448261306813,2.4168788477956187,2.0585417091310587,112.5,125.0
lyrics_tf_idf,progressive metal,31,0.09472762144015642,0.08889537535274494,2.199922979792705,1.820199727212233,116.0,116.0
lyrics_tf_idf,progressive rock,52,0.16734649356351425,0.15015168221172176,2.031781339396071,1.7493714033765275,145.0,158.0
lyrics_tf_idf,psychedelic rock,45,0.17833298634948924,0.1703432115608754,2.644259620496077,2.5131860489943914,59.0,59.0
lyrics_tf_idf,punk,46,0.1493792650067302,0.14217586533683246,1.7762398138535236,1.4514605502517712,222.5,225.5
lyrics_tf_idf,rap,31,0.02719474104703567,0.022414413631821395,2.1576535829514256,2.0606553550072597,170.0,192.0
lyrics_tf_idf,reggae,40,0.1491812726417318,0.1534332796914828,2.619324394487122,2.412835180852274,72.0,77.5
lyrics_tf_idf,rock,60,0.1801998071095107,0.1697180570025859,2.171090875129839,1.6782003003450943,149.0,175.5
lyrics_tf_idf,samba,40,0.1278315667010667,0.12154908653307939,3.0223494203467753,2.7228562182296905,66.0,66.0
lyrics_tf_idf,shoegaze,34,0.15816502923288578,0.13733161780224795,2.001412992220506,1.7152899711649978,136.5,146.0
lyrics_tf_idf,singer-songwriter,55,0.15533141349360513,0.13839467585397613,2.1473405163527364,1.7350617041838208,141.0,153.0
lyrics_tf_idf,soft rock,48,0.18382393289091314,0.17142241857225948,3.146484767958326,3.0071624047556176,42.0,42.5
lyrics_tf_idf,soul,60,0.10569990979100699,0.09669986384771517,1.6568269014486667,1.5488810728338618,146.5,149.5
lyrics_tf_idf,soundtrack,42,0.1167993544542078,0.07871910480162031,1.6639241226933688,1.222623463376395,130.0,133.5
lyrics_tf_idf,synthpop,40,0.18096766414424453,0.17555895934306465,2.7667342428124986,2.6865274929444602,37.5,38.0
lyrics_tf_idf,thrash metal,36,0.09160038063115726,0.0802567137589949,2.2189177949485743,2.0281483457300804,118.5,120.0
mfcc,alternative rock,36,0.02662654996478099,0.012128061046698446,0.38838082123945744,0.24730812360356763,467.0,491.0
mfcc,ambient,41,0.04884277987207145,0.030956540257425114,0.9314848707735558,0.747509479773619,165.0,179.0
mfcc,black metal,35,0.02344017006115872,0.009439573816109159,0.7190568980322808,0.4898522987093026,147.0,155.0
mfcc,blues,60,0.09051343486594801,0.06021370794673764,0.9496717466687126,0.8462946381679886,76.0,79.5
mfcc,bossa nova,52,0.07358809431056636,0.05342730234322102,1.357576704211927,1.2692947720431167,37.0,39.0
mfcc,brazilian rock,33,0.07323250541308993,0.057958791282520905,0.8352121363016424,0.7423488292035839,47.0,48.0
mfcc,classic rock,60,0.07265548184437794,0.06054693816154333,0.5531829820865274,0.5061526681513554,100.5,104.5
mfcc,country,50,0.05268366480062345,0.04124752371331425,0.8376152393917574,0.810671912770808,66.0,68.0
mfcc,death metal,32,0.009966998527762054,0.005617862250188177,0.5294840891823867,0.4658093490236201,169.0,172.0
mfcc,disco,45,0.04996694302145269,0.03677069101873576,0.8541210182687553,0.7655727655025091,55.0,56.0
mfcc,doom metal,32,0.02361701852688955,0.014382066999108933,0.6232105248276282,0.49362718501033326,111.5,118.0
mfcc,dream pop,33,0.09388596138390368,0.05352759967733922,0.94178877154794,0.8322733473555468,48.0,49.0
mfcc,easy listening,44,0.07878773200902071,0.07262361195570138,1.091150725913162,1.0424354946400203,31.5,32.0
mfcc,electronic,44,0.04945059140545276,0.021540295738047388,0.9599904814473601,0.6545597451717851,176.0,219.5
mfcc,experimental,51,0.1304519483225562,0.09122193694001013,1.1877359746632674,1.0036404863835988,37.0,38.0
mfcc,folk,56,0.0678765818683089,0.04570381894439074,1.1053278902378947,0.9305455486035276,40.5,42.0
mfcc,funk,50,0.04149505557213305,0.02986225679838239,0.7837798223925598,0.7500058855332963,81.5,82.5
mfcc,glam rock,34,0.11711572838074105,0.11169666795998967,0.9228541760777065,0.9450709648928287,28.5,28.5
mfcc,gothic rock,32,0.07306895082158409,0.05611170850238412,0.8695968453672215,0.8029446332357346,49.5,52.5
mfcc,grunge,31,0.03774362094775969,0.01917780673223113,0.6244716506536063,0.49377315975583463,116.0,117.0
mfcc,hard rock,50,0.015552553853368232,0.011157693719955508,0.38294004573701346,0.34049119714878184,260.5,261.5
mfcc,hardcore,38,0.037252005373066145,0.013785081840124613,0.6866650275086672,0.4913166414856437,50.5,63.0
mfcc,hardcore punk,29,0.0364941055353062,0.021867251180821,0.8067367670060556,0.6932837257460257,34.0,35.0
mfcc,indie rock,32,0.02757957871432562,0.015840809721810956,0.4428710121074342,0.3226567029497355,438.5,547.0
mfcc,industrial,34,0.05769333918404634,0.033809782103609354,0.716249466902863,0.5937068487620548,147.0,154.5
mfcc,jazz,60,0.04280861291138635,0.03026398842830208,1.0778519702625737,0.9558120668335552,82.0,82.0
mfcc,latin,37,0.045562071667373465,0.04220394684479278,0.717480136379742,0.5904806468012603,144.0,171.0
mfcc,metal,47,0.03158006990920309,0.02085262976254354,0.6636414187023997,0.6062497340906052,67.0,74.0
mfcc,mpb,52,0.04366523612679006,0.032181492981627924,0.840869280618191,0.8351062544936885,83.0,85.5
mfcc,new wave,42,0.10712584238638594,0.08461838642897201,0.5514961627063912,0.48914253955922704,133.0,136.5
mfcc,pop,56,0.03467671598318766,0.00958722333582418,0.4839305512667086,0.3171429971789268,404.5,418.5
mfcc,pop rock,30,0.07382924337742638,0.03669580623967561,0.6087229467880577,0.4439880667582914,130.0,184.5
mfcc,post-hardcore,34,0.037157919681019475,0.017300473649148218,0.6784554367840738,0.49591771394251355,68.0,88.5
mfcc,post-punk,42,0.05749093282650571,0.03835193151599403,0.6596404774745595,0.5344118796950386,154.5,157.5
mfcc,power metal,32,0.03380948569534553,0.013434295327024559,0.6032560966728235,0.47687237193319665,112.5,125.0
mfcc,progressive metal,31,0.031098652166589608,0.01744420959420645,0.5833793966058132,0.4927482443555916,116.0,116.0
mfcc,progressive rock,52,0.11427495304100417,0.07072491665126646,0.7698252963279661,0.5986240067281137,145.0,158.0
mfcc,psychedelic rock,45,0.1292703761462842,0.0929354712504108,0.9269941752531184,0.8474413170347597,59.0,59.0
mfcc,punk,46,0.025678281688583476,0.010785139598015192,0.5140908158542186,0.3851289107240791,222.5,225.5
mfcc,rap,31,0.007552768314222644,0.005500776708931898,0.8168264165364149,0.7111900887975007,170.0,192.0
mfcc,reggae,40,0.013845776015673841,0.010227646997157669,1.0500994530275265,0.946243570096903,72.0,77.5
mfcc,rock,60,0.09407127128366041,0.0613364086921252,0.6257387241903434,0.5074923483592096,149.0,175.5
mfcc,samba,40,0.04685085259489212,0.039930054464941855,0.9179768516030473,0.8591676891334407,66.0,66.0
mfcc,shoegaze,34,0.024711576845614786,0.012346342206168093,0.5841226283611324,0.4498796593475687,136.5,146.0
mfcc,singer-songwriter,55,0.055097070362436655,0.029570590016649523,0.9114659725564818,0.6908214144443118,141.0,153.0
mfcc,soft rock,48,0.09234600814782566,0.07588976961784166,0.8791857396454069,0.816220078121279,42.0,42.5
mfcc,soul,60,0.03468018478109449,0.015558996950498338,0.7135952731372224,0.6959920227838388,146.5,149.5
mfcc,soundtrack,42,0.07169351389682388,0.037220214940533736,0.9320926218940581,0.8058760907207281,130.0,133.5
mfcc,synthpop,40,0.11208823555138511,0.07751059263966842,0.9883825776550463,0.8274049328794909,37.5,38.0
mfcc,thrash metal,36,0.011304300397097329,0.008111797917397134,0.49589748159144154,0.4477751635780575,118.5,120.0
musicnn,alternative rock,36,0.016225719829833687,0.0051006727821387154,0.2980246789353464,0.22159985772784951,467.0,491.0
musicnn,ambient,41,0.009499100370507819,0.003340876859617481,0.8565109893173344,0.5983322730598998,165.0,179.0
musicnn,black metal,35,0.005334154885717522,0.0027788806771645858,0.4663669599045059,0.38245990212647996,147.0,155.0
musicnn,blues,60,0.06407609186676934,0.037172726446221216,0.6177004605383577,0.5212833504701371,76.0,79.5
musicnn,bossa nova,52,0.040043041105743124,0.030539931869081494,0.8480442763268898,0.81510697706064,37.0,39.0
musicnn,brazilian rock,33,0.023033844814195844,0.010939720310345735,0.5468750198174767,0.47583923626833924,47.0,48.0
musicnn,classic rock,60,0.022689301477810363,0.015431900164911638,0.45361444560978725,0.3760939584708637,100.5,104.5
musicnn,country,50,0.0216144937407915,0.00890235805866163,0.6335839290179607,0.5522776313727471,66.0,68.0
musicnn,death metal,32,0.001346155026840292,0.0006455037610134662,0.2812529083849026,0.22147203730471832,169.0,172.0
musicnn,disco,45,0.013128523014549354,0.006918384645524078,0.5731733796856816,0.4866436401090409,55.0,56.0
musicnn,doom metal,32,0.009946381273989918,0.009489515801223314,0.4322471726623444,0.43103743608946204,111.5,118.0
musicnn,dream pop,33,0.031175184897770776,0.016383310428299658,0.733805395048216,0.6198970367740957,48.0,49.0
musicnn,easy listening,44,0.035080230675985376,0.027145604823565483,0.8729216294415388,0.837270001606592,31.5,32.0
musicnn,electronic,44,0.011376367247712417,0.00235937527106872,0.679648761000792,0.4164505207123114,176.0,219.5
musicnn,experimental,51,0.06960278931823091,0.024340903347121357,0.8017247946081173,0.6092961376845054,37.0,38.0
musicnn,folk,56,0.028513783355799023,0.012869956277484551,0.7844334317922662,0.5786548021452406,40.5,42.0
musicnn,funk,50,0.03125028670058397,0.023481986130916066,0.5139852324968495,0.49180056446713394,81.5,82.5
musicnn,glam rock,34,0.08715228445257332,0.05060022356816274,0.6653112413303747,0.6307168375884281,28.5,28.5
musicnn,gothic rock,32,0.08498961237454838,0.05632852113915049,0.5830082344491654,0.5315020827363705,49.5,52.5
musicnn,grunge,31,0.023425631815841237,0.004384607180748401,0.46829580165123486,0.32382077960366246,116.0,117.0
musicnn,hard rock,50,0.005963451300303575,0.0035093426329013133,0.27737726000609675,0.26063805745865065,260.5,261.5
musicnn,hardcore,38,0.009269224035111084,0.002390883973850566,0.42412726623933245,0.3215367236052691,50.5,63.0
musicnn,hardcore punk,29,0.005697177679933983,0.003981554967334988,0.47616548952072746,0.4104348628043662,34.0,35.0
musicnn,indie rock,32,0.010025607474316578,0.0036601387057738077,0.3030445639006201,0.21756755915666903,438.5,547.0
musicnn,industrial,34,0.007838789021416881,0.004570122513925523,0.4936570051457339,0.411319079978551,147.0,154.5
musicnn,jazz,60,0.021845419890319955,0.014863501359533182,0.7810903114508938,0.6993898638382581,82.0,82.0
musicnn,latin,37,0.020363546558303313,0.015824974831673444,0.4799368926898544,0.46117793143359453,144.0,171.0
musicnn,metal,47,0.014291239705720243,0.004851784903346035,0.4674355149959847,0.34523306696175515,67.0,74.0
musicnn,mpb,52,0.02381115870080793,0.013727846110975495,0.5642368330307488,0.5022443003176013,83.0,85.5
musicnn,new wave,42,0.030851775048964213,0.01351391334101848,0.42341200835581116,0.3559905072161098,133.0,136.5
musicnn,pop,56,0.010369430152945563,0.0026284695561596405,0.3489992959219255,0.22671140989186184,404.5,418.5
musicnn,pop rock,30,0.035425497265721015,0.010604568832678074,0.5000206425656285,0.3421020515489111,130.0,184.5
musicnn,post-hardcore,34,0.012617627474529818,0.004219951840718439,0.39525048671854607,0.2811663331748929,68.0,88.5
musicnn,post-punk,42,0.04600984115943536,0.026779831858316727,0.4533133062627675,0.3591553273511505,154.5,157.5
musicnn,power metal,32,0.009137116339331251,0.0051323059272692095,0.39142509724321334,0.34690732904649424,112.5,125.0
musicnn,progressive metal,31,0.012381299535841796,0.007258620640033686,0.40840657573793837,0.3521234251960383,116.0,116.0
musicnn,progressive rock,52,0.05253821784064351,0.03886554927799335,0.5315505689430539,0.4487454172778286,145.0,158.0
musicnn,psychedelic rock,45,0.07209760412312066,0.023318503215946307,0.6295066817519632,0.4471216702217709,59.0,59.0
musicnn,punk,46,0.004834570069201173,0.0027506907788718005,0.3290916330535378,0.26065025775770545,222.5,225.5
musicnn,rap,31,0.003770206214431632,0.002282983156889462,0.26508510287569204,0.23758253517328645,170.0,192.0
musicnn,reggae,40,0.01739442364427574,0.01329164253039472,0.4297109613287115,0.40246768333423444,72.0,77.5
musicnn,rock,60,0.055710960216828906,0.022338310958120555,0.41316456784752253,0.3420568493485907,149.0,175.5
musicnn,samba,40,0.030259128855963414,0.017463860681757593,0.5789314122342788,0.4992302435080178,66.0,66.0
musicnn,shoegaze,34,0.04037268495556964,0.015378463129780695,0.6321312249153548,0.4714788375498971,136.5,146.0
musicnn,singer-songwriter,55,0.017643763395481248,0.006828285497393338,0.628477961830584,0.46591166611052554,141.0,153.0
musicnn,soft rock,48,0.032422551269107,0.018946126410434028,0.6514514545579388,0.58911570021331,42.0,42.5
musicnn,soul,60,0.014873335292885988,0.00493578785701787,0.4145038485416661,0.3683266198113353,146.5,149.5
musicnn,soundtrack,42,0.026088754887991974,0.007343081431073373,0.9835221954306702,0.9041477972028558,130.0,133.5
musicnn,synthpop,40,0.008574735016797133,0.004799187024010998,0.7090854878601319,0.6674571784236615,37.5,38.0
musicnn,thrash metal,36,0.002335416485525679,0.0014522876282087038,0.35139122567805087,0.3338324157758895,118.5,120.0
vgg19,alternative rock,36,0.08660844647526351,0.05713605748327499,5.527949564853696,3.968276837294117,417.0,439.5
vgg19,ambient,38,0.0549834738359653,0.036899418601587464,7.4841706366471765,6.202838837397879,160.5,178.5
vgg19,black metal,27,0.029812536931582062,0.02013776491128305,7.228148523778279,6.436029384217584,137.0,139.0
vgg19,blues,60,0.12716591452475542,0.11310232199446246,7.753398156023479,6.809361232511364,63.5,68.5
vgg19,bossa nova,44,0.13985019310928484,0.11110402458035362,9.883538457694316,9.459453135083049,35.0,36.5
vgg19,brazilian rock,32,0.1205989123383429,0.09876700645969622,9.625405888703067,9.325834609132647,43.5,43.5
vgg19,classic rock,60,0.12490850664148816,0.10570224693233765,7.125377002927128,6.588637425779179,82.0,88.0
vgg19,country,49,0.09613448207605105,0.08177704947582365,7.514909203157384,7.356907750598758,60.0,62.0
vgg19,death metal,30,0.04470007758395707,0.037711409280812846,7.546260768172411,6.818119509523626,147.5,154.0
vgg19,disco,44,0.1530945076008199,0.15449611675868946,8.610577704226516,8.875091676386315,49.0,51.0
vgg19,doom metal,31,0.06461706092960794,0.03698346778585626,8.201736659809294,6.952097385662887,103.0,107.0
vgg19,dream pop,33,0.12136082530196614,0.0974007743443861,10.255572190292584,9.695793113923596,42.0,42.0
vgg19,easy listening,38,0.10894579220088262,0.10062712065218637,9.505920740167886,8.913263274870165,30.0,31.5
vgg19,electronic,44,0.12000901336352889,0.08421597707257872,7.659504932040876,5.703902448334645,150.0,191.0
vgg19,experimental,51,0.09858685646918404,0.06887783262820657,9.406088498264902,8.910859772454609,34.0,35.0
vgg19,folk,52,0.13152806697127317,0.10599032867394587,8.547319254327927,7.980380694705897,39.5,43.0
vgg19,funk,49,0.1432746883002707,0.1194731420666496,8.90254306807244,7.773313910444738,76.0,77.0
vgg19,glam rock,25,0.1673165373477506,0.12764565879116518,10.408083523413696,10.047448800826468,38.0,43.0
vgg19,gothic rock,30,0.12482667470458415,0.11226302307272107,9.199928683630622,8.295606936334066,47.0,49.5
vgg19,grunge,31,0.18532094783060307,0.1429311707794797,12.440654957866952,11.439989548611823,110.0,110.0
vgg19,hard rock,50,0.09036592383822473,0.06989672971750144,6.09721887117748,5.315620381380485,220.0,221.0
vgg19,hardcore,37,0.1100209443003927,0.0876774379455908,8.132245610344523,7.6969371382829515,50.0,66.0
vgg19,hardcore punk,27,0.09805367695135567,0.06899969925235294,10.665945272643924,10.174865855295936,30.0,30.0
vgg19,indie rock,32,0.09067327815197504,0.07108508886771014,5.39188988023021,4.310431110990853,408.5,512.5
vgg19,industrial,34,0.1394148489001932,0.11400564300286864,8.825893990159608,8.359120768665768,132.5,133.5
vgg19,jazz,60,0.1202816676766226,0.10871862860171944,7.738096798789191,7.432495651784329,71.5,71.5
vgg19,latin,32,0.027006277005007583,0.020313111134881767,5.456081635943266,4.810987672005625,175.5,180.5
vgg19,metal,41,0.09350071478766966,0.07198151682584009,10.452778719673223,8.395291285896205,96.0,108.0
vgg19,mpb,51,0.11144976402166235,0.09818880167024191,7.519057770577696,7.241087330171178,74.0,75.0
vgg19,new wave,42,0.08935450206936436,0.05467884819166252,6.127149186905288,5.757708061121211,115.0,118.5
vgg19,pop,56,0.04778736440932717,0.014528806258959304,5.172995990564931,3.694158673534228,353.5,363.5
vgg19,pop rock,26,0.07422254530620319,0.05029749993053123,6.483307698319407,4.649444731923279,196.5,229.5
vgg19,post-hardcore,34,0.0746274251880227,0.05885666831078595,8.839720450965729,5.868702117372443,62.5,79.5
vgg19,post-punk,42,0.1105321109835545,0.08529663808485449,7.147504024589732,5.3987237921916025,137.5,144.0
vgg19,power metal,30,0.05447778737124079,0.03134128529836272,9.001704667992632,7.258190406032636,112.0,114.0
vgg19,progressive metal,31,0.09332012913012291,0.06848885516393832,9.748818597199316,8.58088381261189,96.0,96.0
vgg19,progressive rock,52,0.13795101624628026,0.1213904158330793,9.281291213676258,7.782548624843817,135.0,145.0
vgg19,psychedelic rock,42,0.11655098511860014,0.07128826031066382,9.366296401307503,8.409300533524469,56.5,56.5
vgg19,punk,44,0.07128244202443058,0.05707927565051324,6.114498468123401,5.086184953004599,191.5,198.0
vgg19,rap,31,0.08041696351152167,0.06742891470699397,6.200557042114367,5.811915513370289,163.0,185.0
vgg19,reggae,35,0.11797490996820154,0.10124271688119546,7.779381603796865,7.025662023901054,71.0,81.0
vgg19,rock,60,0.1413363674972059,0.11933015574094974,6.805390856105159,5.302799425422949,136.0,161.0
vgg19,samba,37,0.13152720920061045,0.09627475414375364,8.849628533318233,8.136461531997163,54.0,56.0
vgg19,shoegaze,34,0.08836423178188416,0.05394685960242418,7.812538139111878,7.2887319615560395,115.0,118.5
vgg19,singer-songwriter,54,0.1251926778831381,0.09387645574431336,6.803763476090047,5.811993144255469,124.0,133.5
vgg19,soft rock,46,0.14596741982665493,0.11947232925442652,9.737029532680568,9.10655594578624,38.0,39.5
vgg19,soul,59,0.09631255764270619,0.06339133030230171,6.2053440688291275,5.420335678682037,131.0,132.0
