genre,n_valid_windows,mean_relative_position,median_relative_position,mean_absolute_relative_position,feature
brazilian rock,34,0.4893273393678792,0.4228884586414229,0.4893273393678792,valence
classic rock,61,0.39918852175381747,0.3162495734143721,0.3991885217538174,valence
country,53,0.2781976382408482,0.25656252835413396,0.29369120654844383,valence
death metal,33,-0.9315290423965389,-0.8816108126011858,0.931529042396539,valence
disco,46,1.044013724963921,1.0769067307862565,1.0440137249639208,valence
doom metal,33,-0.8459025946947842,-0.8744512032954417,0.8459025946947842,valence
dream pop,34,-0.47254106368399723,-0.43318021090126313,0.4737965343732977,valence
easy listening,47,-0.36909716545478616,-0.3704759741898075,0.37569134738969845,valence
electronic,45,0.042442919271680986,0.11138265134091047,0.2614817828823303,valence
experimental,52,-0.42370583982769333,-0.371892618727225,0.42370583982769333,valence
folk,57,-0.2919935156325376,-0.25998935656859523,0.2919935156325375,valence
funk,51,0.771202103214406,0.7722547819188076,0.7712021032144059,valence
glam rock,39,0.24457915131985403,0.1882913804074014,0.24877751901584388,valence
gothic rock,34,-0.3117756282506202,-0.33286393158385896,0.3117756282506202,valence
grunge,32,-0.20390803922367326,-0.203180894726798,0.20903644755909578,valence
hard rock,51,-0.1358947711256711,-0.10401168698950627,0.15208959347937254,valence
hardcore,39,-0.3579633176529602,-0.3673273708180086,0.39219389455462444,valence
hardcore punk,32,-0.26649830317505097,-0.273802064912988,0.2944213866717996,valence
indie rock,33,0.03690636986023084,0.07276251562585638,0.1345246678304143,valence
industrial,35,-0.3018513811126249,-0.29694208849078957,0.3018513811126249,valence
jazz,61,-0.27033130423191326,-0.23078394252133164,0.30900816156622835,valence
latin,40,0.46215420570706456,0.5957326980483544,0.5182409819001086,valence
metal,48,-0.4725576479916966,-0.4603492247878276,0.4725576479916966,valence
mpb,53,0.19165840989678012,0.25636288355049686,0.24672402136556965,valence
new wave,43,0.5247960403017636,0.5000721927402784,0.5247960403017637,valence
pop,57,0.3408229572557275,0.4152205732639372,0.3509401487518407,valence
pop rock,32,0.4255176309658041,0.38429728564428023,0.4255176309658041,valence
post-hardcore,35,-0.3546675197283347,-0.342012175690132,0.35466751972833477,valence
post-punk,43,0.11689252525085364,0.08610860017292495,0.14200630899184818,valence
power metal,34,-0.5934173502579829,-0.6017753860822066,0.5934173502579828,valence
progressive metal,32,-0.7345970717804988,-0.7228718969825173,0.7345970717804989,valence
progressive rock,53,-0.3925066343644722,-0.419719498562818,0.3925066343644721,valence
psychedelic rock,48,-0.33470030065452144,-0.294535772532073,0.3677546469368406,valence
punk,47,0.28845247603482965,0.3421317469805976,0.2993142281269548,valence
rap,32,0.5442175068126505,0.6162993872854888,0.5442175068126505,valence
reggae,42,0.9503054949916754,1.040474700402545,0.9503054949916754,valence
rock,61,0.20610998863549018,0.13705767602831484,0.22894663842840574,valence
samba,42,0.9251981781362006,0.9981902195512091,0.9251981781362004,valence
shoegaze,35,-0.48259635179087973,-0.4389223109990321,0.48259635179087984,valence
singer-songwriter,56,-0.28852677850010305,-0.20984086552776485,0.3023009101714438,valence
soft rock,49,0.04091685986760242,0.016245617810559287,0.16264741473169045,valence
soul,61,0.20110161207757415,0.1927170671454382,0.21815920738109312,valence
soundtrack,44,-0.5545652640149844,-0.525532613664703,0.5599616864575276,valence
synthpop,41,0.32666506181124166,0.32953044107031804,0.3647055573476444,valence
thrash metal,37,-0.6008530852811902,-0.5053841652260451,0.6008530852811903,valence
alternative rock,37,0.1669389792720966,0.1658966378738687,0.16834336435205194,tempo
ambient,43,-0.3400228806161675,-0.37752242541464487,0.3635881296547662,tempo
black metal,36,0.035984182445767426,0.023912514129956663,0.10923865186983736,tempo
blues,61,-0.09895617392924765,-0.09071822857152025,0.13692081003263842,tempo
bossa nova,54,-0.14815908901762304,-0.19957235588179434,0.22795748563797724,tempo
brazilian rock,34,0.044575949321296916,0.05057006419749294,0.11805629381630167,tempo
classic rock,61,-0.018372447060747765,-0.039172979535477,0.10561909850172936,tempo
country,53,-0.07312418645399482,-0.023449646177592057,0.13603300160639928,tempo
death metal,33,-0.06455893027331445,-0.0748397940542725,0.12669428870986843,tempo
disco,46,-0.11517129066619948,-0.15285782617616922,0.1448315855856319,tempo
doom metal,33,-0.21307705803835875,-0.14967489721650176,0.21307705803835875,tempo
dream pop,34,-0.03705945310293932,-0.036040597000787745,0.11952765924750099,tempo
easy listening,47,-0.25361626154966443,-0.2143417606564982,0.2536162615496644,tempo
electronic,45,0.009604874353982083,0.02137030110255824,0.10357996301245233,tempo
experimental,52,-0.07874816232016534,-0.09958258240174175,0.14744194332765462,tempo
folk,57,-0.16079985526232746,-0.19972341418396233,0.16722448620053887,tempo
funk,51,-0.18552437002162644,-0.18824191737028567,0.19130170177904657,tempo
glam rock,39,0.011985210113378636,0.027297556240428213,0.15105269857975176,tempo
gothic rock,34,0.26253173360425974,0.2645447133780838,0.2682679079668793,tempo
grunge,32,0.2566809164812352,0.23805769100741758,0.2566809164812352,tempo
hard rock,51,0.17207202016832715,0.18519460996059864,0.18489119267027432,tempo
hardcore,39,0.19399155895245157,0.28718611475427197,0.27986407390715257,tempo
hardcore punk,32,0.2175809281601536,0.24304712568233305,0.25618839012514255,tempo
indie rock,33,0.16351029648407045,0.17195812697532425,0.16517888706696696,tempo
industrial,35,0.03314022152543689,0.05757582408904823,0.11999880335017425,tempo
jazz,61,-0.2714057651757622,-0.28045678641747773,0.2714057651757622,tempo
latin,40,-0.02564009114168177,-0.023891442383330446,0.09352640452521102,tempo
metal,48,0.12409020574489317,0.11054800071638694,0.16955467908935942,tempo
mpb,53,-0.11129173392205953,-0.11547151317772755,0.1255969393496433,tempo
new wave,43,0.10375891503591528,0.09809590502825281,0.11210777171741741,tempo
pop,57,-0.05957755435939862,-0.053976110462327385,0.07362340898316609,tempo
pop rock,32,0.0737589620872749,0.14457688310255926,0.20594248585834526,tempo
post-hardcore,35,0.2111217417865605,0.2990592191845971,0.28289345506205366,tempo
post-punk,43,0.24622111925398807,0.2443578265406759,0.2462211192539881,tempo
power metal,34,0.19681031434712604,0.2122904115126909,0.22135735588250127,tempo
progressive metal,32,0.03170415527527016,0.021874786646297745,0.061237527136585826,tempo
progressive rock,53,-0.01326813028601367,-0.0074357516200422415,0.06088958401685675,tempo
psychedelic rock,48,-0.07074619991506349,-0.06861752858897993,0.13614006363023332,tempo
punk,47,0.5127021833145377,0.5020512482377332,0.5127021833145374,tempo
rap,32,-0.33492975447769774,-0.3770236606766792,0.33493136355166614,tempo
reggae,42,-0.0655012228830092,-0.06492082995549052,0.1080851914751736,tempo
rock,61,0.08781989429972145,0.10163136869440254,0.11298319046703338,tempo
samba,42,-0.3446535004662528,-0.3488167930973102,0.3446535004662528,tempo
shoegaze,35,0.07837830589266802,0.032802363553720335,0.09625262134412027,tempo
singer-songwriter,56,-0.14089614740788295,-0.14694745252547492,0.19077460495981421,tempo
soft rock,49,-0.061541205157116696,-0.0614351181916622,0.11685909055002797,tempo
soul,61,-0.22558835914104772,-0.2503717880419262,0.26226589176385656,tempo
soundtrack,44,-0.4029364893379036,-0.4113538561955337,0.4044253557648329,tempo
synthpop,41,-0.010803882457195267,-0.03735540400048605,0.10040059923443165,tempo
thrash metal,37,0.10244751119420162,0.07458718402252534,0.13396382463691137,tempo
alternative rock,37,-0.1967250408153967,-0.1255434633734078,0.19946642291165473,duration_ms
ambient,43,0.7145337197414666,0.6503480495093207,0.7198766029583922,duration_ms
black metal,36,0.753557910376249,0.8012046856240471,0.8558269418725994,duration_ms
blues,61,-0.03640611881591465,-0.057919500307079944,0.14553667980953466,duration_ms
bossa nova,54,-0.3442118721273534,-0.3470752989467976,0.34421187212735344,duration_ms
brazilian rock,34,-0.2705308998703664,-0.2580663429922565,0.2705308998703664,duration_ms
classic rock,61,-0.11718097672758393,-0.10634072403493423,0.17935405134235297,duration_ms
country,53,-0.38069405012578206,-0.38989220783314216,0.38069405012578206,duration_ms
death metal,33,-0.07068638963596874,-0.042239219620482944,0.18914820934250884,duration_ms
disco,46,0.20153886879453878,0.1805555267629993,0.22531765471222845,duration_ms
doom metal,33,1.1588033225301244,1.1986354383221258,1.1588033225301246,duration_ms
dream pop,34,0.08576150126571737,0.04600032164151485,0.1656555169896544,duration_ms
easy listening,47,-0.16403211795759107,-0.19216955475060818,0.2119892001638459,duration_ms
electronic,45,0.19950934094485126,0.16899850384773468,0.20149442310520158,duration_ms
experimental,52,0.04705031051209339,0.06590600867461474,0.1446497378321166,duration_ms
folk,57,-0.10335374802171055,-0.13225409752181194,0.17918009431005905,duration_ms
funk,51,0.10298572746446163,0.07667918236306441,0.1671385428657417,duration_ms
glam rock,39,-0.11583527236419937,-0.13742212350776342,0.1524042939552245,duration_ms
gothic rock,34,0.2459169711288128,0.17877700147818598,0.26841156466420374,duration_ms
grunge,32,-0.06717806730776038,-0.04091102491022553,0.08175657745283653,duration_ms
hard rock,51,0.08012994172865334,0.03853806510269712,0.10420714389376777,duration_ms
hardcore,39,-0.6090045957741775,-0.60695110683141,0.6090045957741775,duration_ms
hardcore punk,32,-1.0011380644212478,-0.9297834360392945,1.0011380644212478,duration_ms
indie rock,33,-0.25044813027439516,-0.19858805908888613,0.25044813027439516,duration_ms
industrial,35,0.26864147315778286,0.2171803320371578,0.2688377536776535,duration_ms
jazz,61,0.42011177745030753,0.2828120936041402,0.4496545526485234,duration_ms
latin,40,-0.13392435727191151,-0.14391254809314263,0.1412697708238062,duration_ms
metal,48,0.27728271052670883,0.30253701563847457,0.2772909061334545,duration_ms
mpb,53,-0.23759739659012333,-0.21891417732614055,0.24019288126723412,duration_ms
new wave,43,0.05311534767461239,0.07926020626434425,0.12836545609222166,duration_ms
pop,57,-0.18087098102979549,-0.1667784013164182,0.19784721121497628,duration_ms
pop rock,32,-0.20379946026586138,-0.20423138528176943,0.20379946026586138,duration_ms
post-hardcore,35,-0.32633106838756964,-0.1893907930685703,0.32633106838756964,duration_ms
post-punk,43,-0.03648117210233023,-0.028457852432389602,0.12424603107109475,duration_ms
power metal,34,0.45388046804531035,0.4463653223772596,0.45388046804531035,duration_ms
progressive metal,32,1.0290178179511038,0.9878100144942497,1.0290178179511038,duration_ms
progressive rock,53,0.5688496955589463,0.5692352877403545,0.5688496955589462,duration_ms
psychedelic rock,48,0.41086888320298004,0.3682568565262856,0.4437241006069888,duration_ms
punk,47,-0.6501402003462227,-0.6196057453937486,0.6507951829910618,duration_ms
rap,32,-0.15697797500254837,-0.11801106722749208,0.15697797500254837,duration_ms
reggae,42,-0.08936284225049357,-0.09841327455269418,0.1443047939079975,duration_ms
rock,61,-0.1913830239811227,-0.12393594244770861,0.19161592782758766,duration_ms
samba,42,-0.3794240282132334,-0.3879134471766613,0.3794240282132334,duration_ms
shoegaze,35,-0.001637395601517176,0.059583385114663906,0.20983706516714992,duration_ms
singer-songwriter,56,-0.03690187876320876,-0.052611228509312546,0.13916728789438507,duration_ms
soft rock,49,0.003437312691176833,-0.017318181238707153,0.11440464393270068,duration_ms
soul,61,-0.01670372946667389,-0.05475581461825355,0.18750127946232853,duration_ms
soundtrack,44,-0.3179565226327166,-0.3683990125407297,0.3238963323359976,duration_ms
synthpop,41,0.15594375830406942,0.16421973473277474,0.1837375023543855,duration_ms
thrash metal,37,0.3081933388298344,0.2773017080291925,0.30819333882983435,duration_ms
