genre,window_start,window_end,window_label,n_tracks,danceability,energy,key,mode,valence,tempo,duration_ms,eligible_window
blues,2008,2012,2008_2012,117,0.5338376068376068,0.5464188034188034,5.589743589743589,0.6666666666666666,0.5074119658119658,118.46461538461539,242301.81196581197,True
blues,2009,2013,2009_2013,124,0.5326129032258065,0.5417661290322581,5.5,0.6290322580645161,0.5201935483870969,117.32279838709677,240030.41129032258,True
blues,2010,2014,2010_2014,134,0.5155298507462687,0.5666940298507462,5.2388059701492535,0.6194029850746269,0.5021119402985075,115.3706119402985,233861.33582089553,True
blues,2011,2015,2011_2015,148,0.5143243243243244,0.5504195945945947,4.885135135135135,0.6148648648648649,0.4819966216216216,112.16089189189191,237647.58783783784,True
blues,2012,2016,2012_2016,167,0.5097245508982036,0.5760658682634731,5.2155688622754495,0.6167664670658682,0.46294311377245506,114.23769461077845,247201.7365269461,True
blues,2013,2017,2013_2017,178,0.5169101123595506,0.5632955056179775,5.095505617977528,0.601123595505618,0.4482224719101124,114.64082584269663,243066.07303370786,True
blues,2014,2018,2014_2018,251,0.5286693227091633,0.5886717131474103,5.298804780876494,0.6175298804780877,0.4544573705179283,116.06469322709164,244837.2470119522,True
blues,2015,2019,2015_2019,276,0.5376014492753622,0.5949550724637682,5.340579710144928,0.6268115942028986,0.4489144927536232,114.88401811594204,242871.865942029,True
bossa nova,1960,1964,1960_1964,20,0.53695,0.4305,4.7,0.35,0.5545500000000001,115.0199,167336.15,True
bossa nova,1961,1965,1961_1965,31,0.5108709677419355,0.36968064516129034,5.258064516129032,0.3225806451612903,0.5300645161290322,119.04951612903226,160765.67741935485,True
