feature,n_tracks,n_nonzero_tracks,n_zero_tracks,nonzero_share,mean_tfidf,std_tfidf,mean_nonzero_tfidf,median_nonzero_tfidf,max_tfidf,temporal_std,first_window_value,last_window_value,last_minus_first,absolute_last_minus_first,linear_trend,absolute_linear_trend
ash,97883,956,96927,0.009766762359143059,0.0016123078052175258,0.020395335741824363,0.16508109298965176,0.12737377922415,0.8939035189147566,0.0005540052959101655,0.0,0.0020545939753498946,0.0020545939753498946,0.0020545939753498946,2.8048191307664554e-05,2.8048191307664554e-05
ask,97883,6397,91486,0.06535353432158802,0.006853488550924253,0.03531119907461685,0.1048679099312363,0.075674334047234,0.972528159320044,0.0009189641870114439,0.005753094156672089,0.007117596753517541,0.0013645025968454525,0.0013645025968454525,1.1123158342572239e-05,1.1123158342572239e-05
asleep,97883,1275,96608,0.013025755238396861,0.0017020884488091609,0.01818567740490443,0.1306709989292448,0.1065635791997499,0.8332378073123682,0.0005731588715136887,0.0005769811939201792,0.0019123511165750427,0.0013353699226548634,0.0013353699226548634,2.8215746744980304e-05,2.8215746744980304e-05
ass,97883,1198,96685,0.012239101784783874,0.0013039062613934517,0.016231487499928098,0.1065361073321997,0.07260390097076665,0.8579644200921884,0.0005782210552996857,0.0,0.0021366264075873523,0.0021366264075873523,0.0021366264075873523,2.8137406299922917e-05,2.8137406299922917e-05
attack,97883,805,97078,0.008224104287772135,0.0010885260125164113,0.01587503017211027,0.132358002090862,0.1012867222812856,0.9645032863233146,0.0005462786059737037,0.0,0.001169790250165201,0.001169790250165201,0.001169790250165201,1.7125199569569406e-05,1.7125199569569406e-05
attent,97883,1025,96858,0.010471685583809242,0.0012637751016963054,0.015929776203610767,0.12068497393106288,0.0890664992347405,0.8339079024090721,0.00043016531231708613,0.0,0.0014941232344628888,0.0014941232344628888,0.0014941232344628888,2.02224496860061e-05,2.02224496860061e-05
awak,97883,1699,96184,0.017357457372577465,0.0023301734931057494,0.022202992019604042,0.1342462460421837,0.1024607171966984,0.8428490746820521,0.0007413458481897735,0.0036535166265821164,0.0028106722635430938,-0.0008428443630390226,0.0008428443630390226,2.7949370528419087e-05,2.7949370528419087e-05
away,97883,19065,78818,0.1947733518588519,0.019375550321646135,0.05709678402199106,0.09947741894223386,0.0676930397916173,0.9075260309888296,0.00348704835308118,0.010151514676197841,0.01768150608391642,0.007529991407718577,0.007529991407718577,0.00014075721484361968,0.00014075721484361968
ay,97883,314,97569,0.0032079114861620506,0.0008325627368713695,0.020964941982402858,0.25953419864070143,0.1328020214077958,0.9943483508716398,0.0003592163708423715,0.0,0.0015243504613641284,0.0015243504613641284,0.0015243504613641284,1.1977628933229646e-05,1.1977628933229646e-05
ba,97883,109,97774,0.0011135743694002023,0.0005357184684913333,0.019103446073304137,0.4810800995535522,0.4919782474015336,0.9953101201447356,0.00048038755561384056,0.0004177214993519961,0.00034152689776922315,-7.619460158277293e-05,7.619460158277293e-05,-4.004947389315189e-06,4.004947389315189e-06
babe,97883,1737,96146,0.017745675960074783,0.002790976954733079,0.02872750641917222,0.15727645207837532,0.1030575533499116,0.913449328321309,0.0019693145105378726,0.001658387995790089,0.0029271983200901425,0.0012688103243000536,0.0012688103243000536,-5.867446615001431e-05,5.867446615001431e-05
babi,97883,13113,84770,0.13396606152242985,0.01947404351072057,0.07157984641361342,0.14536549995880896,0.0930616017836197,0.9948818543510788,0.00865705617986996,0.03714892275123692,0.018021253309793695,-0.019127669441443226,0.019127669441443226,-0.0004390418422276396,0.0004390418422276396
back,97883,20783,77100,0.212324918525178,0.01954369516147642,0.056546676748299204,0.09204616818990503,0.0616010769601013,0.9025900585158608,0.002275825815728288,0.010743783365511411,0.021749035867941337,0.011005252502429926,0.011005252502429926,0.000103023437635152,0.000103023437635152
bad,97883,7036,90847,0.07188173635871398,0.007998244091447804,0.04189463765907933,0.11126948925571138,0.07510033242848395,0.9929869446863572,0.0009614714030345716,0.0047692923371527645,0.009227668966160773,0.004458376629008008,0.004458376629008008,2.657517000959236e-05,2.657517000959236e-05
bag,97883,1181,96702,0.012065425048271917,0.0013440419480414134,0.015852339683244687,0.11139615410680581,0.08379979224894,0.8152211972671708,0.0005249296496527376,0.0,0.0018304344509363257,0.0018304344509363257,0.0018304344509363257,8.293892847134007e-06,8.293892847134007e-06
ball,97883,1194,96689,0.012198236670310473,0.0014832299115827906,0.018252603653000774,0.12159379684711749,0.08852106916369851,0.8428926108872934,0.0006252939723547252,0.0028374611614891284,0.0014667568969748085,-0.0013707042645143199,0.0013707042645143199,-2.4724401091434573e-05,2.4724401091434573e-05
band,97883,1040,96843,0.010624929763084498,0.0014726212979341447,0.019939964999897537,0.13860056779393065,0.09846562220750195,0.9465826168243916,0.001400173883052235,0.0035291367020437916,0.0014156505733761377,-0.002113486128667654,0.002113486128667654,-5.277855030027771e-05,5.277855030027771e-05
bang,97883,664,97219,0.006783609002584718,0.0014550037906159532,0.026178120262806557,0.21448815668202015,0.11539084275916026,0.9880745866604372,0.0005113829010027539,0.0006832304906837462,0.001473194635744418,0.0007899641450606718,0.0007899641450606718,1.9771306220212498e-05,1.9771306220212498e-05
bar,97883,1449,96434,0.014803387717989846,0.0016828308436452884,0.017779247527845137,0.11367876567876586,0.0881593136749386,0.9596881429815324,0.0006829106678938614,0.0011182546705097085,0.0018491459866744942,0.0007308913161647858,0.0007308913161647858,7.905446574216111e-06,7.905446574216111e-06
bare,97883,1293,96590,0.01320964825352717,0.0015925791297159795,0.016576765478133446,0.12056181202938067,0.0964460908645306,0.6402150848706645,0.00047941829089714254,0.00028189508964283916,0.001945637973513598,0.0016637428838707589,0.0016637428838707589,1.6187378053520048e-05,1.6187378053520048e-05
battl,97883,1056,96827,0.010788390220978106,0.0015463411450934031,0.01899170458177546,0.1433338165768727,0.111112514746118,0.9862020450267266,0.0005796032395877811,0.0,0.0015179314417669409,0.0015179314417669409,0.0015179314417669409,2.331779204743985e-05,2.331779204743985e-05
beach,97883,884,96999,0.009031190298621823,0.0012641779846486838,0.01754502983206765,0.13997911048797188,0.103021147218404,0.9451922956584136,0.0005069499966915472,0.00038844541394937674,0.0013960649606351051,0.0010076195466857283,0.0010076195466857283,6.9353261707932525e-06,6.9353261707932525e-06
bear,97883,3881,94002,0.03964937731781821,0.004910848445996617,0.032755041205698464,0.12385688699806412,0.0888443728563561,0.983750243297766,0.001151607402436167,0.002227850770595024,0.004709702800280834,0.0024818520296858103,0.0024818520296858103,9.338779829164395e-06,9.338779829164395e-06
beast,97883,799,97084,0.008162806616062033,0.0012797167128259662,0.017945382353809783,0.1567741063849112,0.123108158060135,0.9127250032331616,0.0006632765403115402,0.0,0.0013406981302797913,0.0013406981302797913,0.0013406981302797913,2.5246568459772285e-05,2.5246568459772285e-05
beat,97883,4668,93215,0.04768958859046004,0.005148720396842959,0.03279918786662461,0.1079631959306297,0.07466091962790525,0.9844317438230256,0.0012072836331887477,0.0038197678001053435,0.004989243693116147,0.0011694758930108034,0.0011694758930108034,2.750521566838141e-05,2.750521566838141e-05
beauti,97883,4708,93175,0.04809823973519406,0.006650528265818701,0.04124405520702886,0.13826968102020645,0.09350649392894306,0.9441656938496824,0.0012040698297090052,0.003528166461439573,0.006661159998571104,0.0031329935371315312,0.0031329935371315312,3.850794898757404e-05,3.850794898757404e-05
becom,97883,3920,93963,0.04004781218393388,0.004680386435014205,0.029545833520646887,0.11686996566798354,0.08775201118300885,0.934009783954048,0.0013805957347392227,0.002565928523644601,0.0054769599452173644,0.0029110314215727634,0.0029110314215727634,7.535991475377262e-05,7.535991475377262e-05
bed,97883,4144,93739,0.04233625859444439,0.0042892106265655615,0.025953107964179437,0.10131293527029847,0.077901955969198,0.702453827694592,0.0006431341220345255,0.0038767641223951877,0.004517648738649981,0.0006408846162547928,0.0006408846162547928,1.1834930393838272e-05,1.1834930393838272e-05
beg,97883,1555,96328,0.015886313251534997,0.0020407547862863833,0.020313197540510582,0.12845993617110618,0.0976080451655929,0.8876081908281608,0.0004272403357321581,0.0012235608494852329,0.0022473794052152826,0.0010238185557300498,0.0010238185557300498,1.5509418907538286e-05,1.5509418907538286e-05
begin,97883,4247,93636,0.04338853529213449,0.004861980624245974,0.029896653982618697,0.1120568046722554,0.0849701153049401,0.8978743309557675,0.0007469526052162026,0.006384743896287709,0.0042485627409082505,-0.0021361811553794584,0.0021361811553794584,-1.2719126120910996e-05,1.2719126120910996e-05
behind,97883,5476,92407,0.05594434171408723,0.005739361011277488,0.0297650245962958,0.10259055402974328,0.07992207248028615,0.7620096526225764,0.0011399887140698963,0.0018307654078101767,0.005317633571192271,0.003486868163382094,0.003486868163382094,3.146192964290178e-05,3.146192964290178e-05
believ,97883,9086,88797,0.09282510752633245,0.010735351357850234,0.04885418165204097,0.11565137540837055,0.07678883599365095,0.959618262472462,0.0023210359520891206,0.004911158552433484,0.010096627121406928,0.005185468568973444,0.005185468568973444,9.77317235733957e-05,9.77317235733957e-05
bell,97883,905,96978,0.009245732149607184,0.0014184130514400285,0.01923559791036279,0.153412734490723,0.1177988547844408,0.9572420464049582,0.0013964390016994533,0.003591997146058639,0.0010904963447908207,-0.0025015008012678184,0.0025015008012678184,-5.5438925953822935e-05,5.5438925953822935e-05
belong,97883,1880,96003,0.019206603802498903,0.0029575134221828305,0.028514441102673767,0.15398419484229894,0.10587412883594169,0.975911993518132,0.0007150287512710879,0.00021875089669357216,0.002771215197774639,0.002552464301081067,0.002552464301081067,1.8799891074718387e-05,1.8799891074718387e-05
bend,97883,1047,96836,0.010696443713412952,0.0014941605603798651,0.017844566594773462,0.13968760088983984,0.1094484041018337,0.9659921568826064,0.0003839731690691483,0.001044804255277236,0.0014909435168561991,0.00044613926157896304,0.00044613926157896304,-1.3555769037195316e-06,1.3555769037195316e-06
beneath,97883,1435,96448,0.014660359817332939,0.002064821026746161,0.020201505652686344,0.1408438164188115,0.1170467773413017,0.7482907879490744,0.0004436245257641277,0.0017972115879433264,0.00204337209648696,0.00024616050854363346,0.00024616050854363346,1.3554471820468806e-05,1.3554471820468806e-05
besid,97883,1178,96705,0.012034776212416866,0.0016482927869163775,0.01849076740741962,0.13696081736989452,0.11044456805308181,0.7917441470537016,0.0004333993388456319,0.0004537053406638538,0.001312709468224011,0.0008590041275601572,0.0008590041275601572,2.949287342234234e-06,2.949287342234234e-06
bet,97883,1308,96575,0.013362892432802427,0.0017063624666604897,0.019457203098621263,0.12769409581355406,0.09330860187128526,0.8665912506585185,0.0004053493490766399,0.0007293903927661825,0.002119254109729461,0.0013898637169632783,0.0013898637169632783,1.3191591807550237e-05,1.3191591807550237e-05
beyond,97883,1775,96108,0.0181338945475721,0.0027166902487251827,0.02484262788114378,0.14981284034702372,0.1160915872459469,0.8669581802083126,0.0007827050553814271,0.0012048417062394546,0.0029172040373504193,0.0017123623311109646,0.0017123623311109646,3.403154027351797e-05,3.403154027351797e-05
big,97883,4705,93178,0.048067590899339006,0.005246750706270717,0.03321221129568572,0.10915360241910663,0.0749426447056307,0.9422323950715604,0.00102620376098821,0.006033350355772219,0.005161791262844288,-0.000871559092927931,0.000871559092927931,-2.2703735182765952e-05,2.2703735182765952e-05
bind,97883,1017,96866,0.010389955354862437,0.0014997995168220526,0.017759137422543918,0.14435091062447686,0.1161169250060986,0.780679782382107,0.0005197320956516912,0.0023114155969204825,0.0013998849178605195,-0.000911530679059963,0.000911530679059963,-1.7186495008983088e-05,1.7186495008983088e-05
bird,97883,1675,96208,0.017112266685737055,0.002454853356448235,0.024531784170953617,0.14345576781446123,0.10731355084139,0.9710042712191054,0.0010816324046699973,0.0019045844662059597,0.002203339509176758,0.0002987550429707983,0.0002987550429707983,-2.2231636680073965e-05,2.2231636680073965e-05
bit,97883,2031,95852,0.020749261873869825,0.0028048601013014244,0.026329874619380515,0.13517878941195832,0.0915158052091658,0.9231714182570282,0.0007311605477989455,0.0006642223539450623,0.0032029272249979616,0.002538704871052899,0.002538704871052899,1.684549137146647e-05,1.684549137146647e-05
bitch,97883,2187,95696,0.0223430013383325,0.003954623611872865,0.03662233787996153,0.17699607818973556,0.1078319152877289,0.9955616374264148,0.0017820894388466443,0.0,0.009104199116365785,0.009104199116365785,0.009104199116365785,7.02012875297106e-05,7.02012875297106e-05
bite,97883,1313,96570,0.01341397382589418,0.0017169143279051659,0.01976493778156681,0.12799445937421275,0.0918723412046223,0.8746706253399004,0.000599664656808465,0.0,0.0022265089272020828,0.0022265089272020828,0.0022265089272020828,2.311717237856759e-05,2.311717237856759e-05
bitter,97883,1138,96745,0.011626125067682846,0.0015865992810270098,0.018206304055527037,0.13646845116411846,0.10807320220189755,0.8379722813754935,0.0005572662075337618,0.0005487987796307755,0.001553079613250992,0.0010042808336202164,0.0010042808336202164,2.5378600363389828e-05,2.5378600363389828e-05
black,97883,5390,92493,0.055065741752909084,0.006557589261466583,0.03780150597027796,0.11908655096106373,0.0849925565815268,0.9438119578507892,0.0015348486261785718,0.0027663102491421593,0.007076110595607358,0.0043098003464651985,0.0043098003464651985,4.9227851539452403e-05,4.9227851539452403e-05
blame,97883,2231,95652,0.02279251759753992,0.0030164832284122023,0.027199165406911176,0.1323453284834924,0.0937736814845101,0.9722329311067248,0.0006541920974326669,0.001954256625666636,0.0032576430360627615,0.0013033864103961256,0.0013033864103961256,3.142382771071307e-05,3.142382771071307e-05
bleed,97883,2329,95554,0.02379371290213827,0.0032190356032159553,0.026287119486490193,0.1352893353154089,0.1048415150209752,0.985735380990232,0.0013137149273821217,0.0,0.0034789410968796637,0.0034789410968796637,0.0034789410968796637,6.99069325996555e-05,6.99069325996555e-05
bless,97883,1257,96626,0.012841862223266554,0.0017446352372767022,0.019929692434658582,0.13585531498039413,0.0995114687689792,0.9293454407216376,0.0005731183295145892,0.002388662914546728,0.001960802477164205,-0.00042786043738252295,0.00042786043738252295,5.984646892141709e-06,5.984646892141709e-06
blind,97883,3522,94361,0.03598173329383039,0.004237736714133171,0.02863409478458381,0.11777466859440579,0.08982759890725886,0.9743133254359448,0.001117945061547532,0.002017360129895088,0.004102022367839785,0.002084662237944697,0.002084662237944697,3.708756569720018e-05,3.708756569720018e-05
block,97883,1060,96823,0.010829255335451508,0.0011447075355055071,0.014370656702343209,0.10570510160177883,0.08122118380463025,0.8794096633451642,0.00029500041686117174,0.00158674174156376,0.0015557070437371625,-3.10346978265976e-05,3.10346978265976e-05,9.041640964744418e-07,9.041640964744418e-07
blood,97883,4847,93036,0.04951830246314477,0.006220000202460469,0.03613649489544951,0.12561012581337697,0.0938968441431659,1.0,0.002540205004628885,0.0008075555806516373,0.006449272733221229,0.005641717152569592,0.005641717152569592,0.00011787811720791088,0.00011787811720791088
blow,97883,3807,94076,0.038893372700060276,0.004284875691045005,0.028811007165499464,0.11016981541018078,0.0811169969307597,0.99205986790746,0.0009781488232484458,0.0027889511190604408,0.0040249085467694914,0.0012359574277090507,0.0012359574277090507,6.564295430504123e-06,6.564295430504123e-06
blue,97883,4835,93048,0.04939570711972457,0.006501435514976517,0.04017242102230339,0.13161944415976143,0.0909168090494481,0.9715093020857888,0.006106599459864151,0.03333727369837839,0.005945698670911882,-0.02739157502746651,0.02739157502746651,-0.00028826188176952024,0.00028826188176952024
boat,97883,740,97143,0.007560046177579355,0.0011602025524425415,0.01751975987374568,0.15346500870369364,0.11730964911813979,0.993940604772296,0.0006617919796017705,0.0,0.0009800871261995687,0.0009800871261995687,0.0009800871261995687,-1.9283477205457684e-05,1.9283477205457684e-05
bodi,97883,6092,91791,0.06223756934299112,0.006909122247299701,0.03666987682233008,0.1110120835411091,0.07983043304170684,0.932430017653047,0.0018037543326976718,0.002234560156917434,0.008325995195972897,0.006091435039055463,0.006091435039055463,8.529992638006186e-05,8.529992638006186e-05
bomb,97883,782,97101,0.007989129879550074,0.0012444972792084077,0.019629493769089273,0.15577381992424116,0.10230612953757234,0.951853352608806,0.0005454274446361666,0.0,0.0013447468576062661,0.0013447468576062661,0.0013447468576062661,1.7006537555864198e-05,1.7006537555864198e-05
bone,97883,2540,95343,0.02594934769061022,0.0032256450059135267,0.025653702545249676,0.12430543705269045,0.0964751887324664,0.9613262267873972,0.0009185067949072772,0.0006757138113199736,0.0035541785648867054,0.002878464753566732,0.002878464753566732,3.963042230299379e-05,3.963042230299379e-05
book,97883,1504,96379,0.015365283041999122,0.0018280163368290605,0.018311455703928958,0.11897056057037163,0.09533659671576206,0.7519764586967114,0.0006994931755201149,0.0011553864920108136,0.0014141911764482932,0.00025880468443747963,0.00025880468443747963,-1.8428706805594464e-05,1.8428706805594464e-05
boom,97883,389,97494,0.003974132382538337,0.0009814693534902048,0.022830080731976413,0.2469644337472538,0.132365728071608,1.0,0.00038911315152136334,0.0006506138736963672,0.0012065925286021202,0.000555978654905753,0.000555978654905753,9.481950294700658e-06,9.481950294700658e-06
bore,97883,1019,96864,0.01041038791209914,0.0013981781461736278,0.018239447026597713,0.13430605641012094,0.0993111409458114,0.9845328556320768,0.00045585198490516595,0.002028928298819367,0.001685830337148306,-0.00034309796167106103,0.00034309796167106103,1.2492451280272264e-05,1.2492451280272264e-05
bother,97883,772,97111,0.00788696709336657,0.00116044607783319,0.017150815994476765,0.14713464175718413,0.1069014251413368,0.951202863909952,0.00045261873732719405,0.0026507500148685195,0.001227864128795884,-0.0014228858860726354,0.0014228858860726354,-3.5216195470736197e-07,3.5216195470736197e-07
bottl,97883,1166,96717,0.011912180868996659,0.0013862266355445917,0.016380572765369934,0.11637051609520695,0.08897394352248565,0.6741500332747609,0.0003431144044145327,0.00023889749672743733,0.0015317173134639143,0.001292819816736477,0.001292819816736477,1.4508962299346569e-05,1.4508962299346569e-05
