feature,genre,n_valid_windows,first_window,last_window,first_value,last_value,last_minus_first,linear_trend,mean_value,median_value
love,progressive rock,53,1963,2015,0.0890998415644,0.026307214579912197,-0.0627926269844878,-0.00048106548376292715,0.03389028372420819,0.02951735279737864
love,psychedelic rock,48,1963,2015,0.04713946055877992,0.03529234040321709,-0.01184712015556283,-0.00025289276871616744,0.02602206704479625,0.02324819670955333
love,punk,47,1969,2015,0.022611209545709592,0.024651350623710527,0.0020401410780009344,-0.00020672573023149666,0.023718275374358437,0.024182796497506133
love,rap,32,1984,2015,0.004439409199608148,0.029606647185273977,0.02516723798566583,0.000466816467687164,0.026998307569937943,0.02949138380225634
love,reggae,42,1969,2015,0.0174419987079933,0.08073415447536167,0.06329215576736837,0.0006927099170792794,0.06260590543414958,0.06289445314626745
love,rock,61,1955,2015,0.12440647593693481,0.03928410875659038,-0.08512236718034444,-0.0014296009411089241,0.060894631371170335,0.04575678449006769
love,samba,42,1963,2015,0.08039308052876509,0.08001033745142572,-0.00038274307733937585,0.0006253678985834004,0.07235750040808302,0.07539038336308228
love,shoegaze,35,1981,2015,0.023974163670264916,0.029336694086544417,0.005362530416279501,-6.743311980708568e-05,0.028534345199872163,0.02787297498600492
love,singer-songwriter,56,1960,2015,0.027748076187555752,0.051073685661740274,0.023325609474184522,-2.9387997910020756e-05,0.05117007563726521,0.04719959693530097
love,soft rock,49,1967,2015,0.08426084170528463,0.0613021546492176,-0.022958687056067024,-0.0005159814955176949,0.08001507506514609,0.07249269361572618
love,soul,61,1955,2015,0.12180765154683053,0.08028234285703262,-0.04152530868979791,-0.0005030998527660013,0.11944083669920783,0.11316312056679184
love,soundtrack,44,1965,2015,0.05599357773678801,0.01957488259862104,-0.036418695138166965,-0.00018992635609060376,0.03352272020212991,0.032290705149307146
love,synthpop,41,1975,2015,0.00879573881024855,0.042318914154497136,0.03352317534424859,0.0002018496277546786,0.04720234895455392,0.044389754853946646
love,thrash metal,37,1979,2015,0.00584978041170875,0.0033797032895274476,-0.0024700771221813026,-0.000112713157603851,0.008105664917496841,0.00778511040831431
babi,alternative rock,37,1979,2015,0.0007026646732968434,0.011433268891600032,0.010730604218303188,0.00019026184333997836,0.011405317983299783,0.011818616250694051
babi,ambient,43,1971,2015,0.0,0.005277415174497083,0.005277415174497083,6.996341023419408e-05,0.004908926606715431,0.0028184392742397644
babi,black metal,36,1980,2015,0.009426822306479366,0.0005316082447792148,-0.00889521406170015,-0.0001449414836658011,0.0011303045058899792,0.0
babi,blues,61,1955,2015,0.07738435260356186,0.05397677507251045,-0.02340757753105141,-0.0005226428021190906,0.06862982706172956,0.06173210168271691
babi,bossa nova,54,1960,2015,0.006587133710431315,0.006450764896196823,-0.0001363688142344919,6.018223775177072e-05,0.004659781184892515,0.002865325301937026
babi,brazilian rock,34,1982,2015,0.03475398507669271,0.0022853613305519205,-0.03246862374614079,-0.0002617193574245405,0.007634962977882222,0.005444152022056646
babi,classic rock,61,1955,2015,0.07783319399642621,0.04820879922322144,-0.029624394773204776,-0.0002684250386217939,0.03635091703800657,0.03368096856095039
babi,country,53,1955,2015,0.014172041846703717,0.04292266291037456,0.028750621063670843,0.0004996200490544099,0.027781926714581205,0.029097540226765
babi,death metal,33,1983,2015,0.0,0.0014944322428833451,0.0014944322428833451,3.418796122273838e-05,0.0004854810117748313,0.0
babi,disco,46,1970,2015,0.026024297827982934,0.03808495214116651,0.012060654313183573,-0.00020543739573353784,0.04950379460946399,0.05194458530653771
babi,doom metal,33,1983,2015,0.0,0.00272406616508705,0.00272406616508705,8.720941561713179e-05,0.0015414108550755297,0.0010245722292197034
babi,dream pop,34,1982,2015,0.0020444557779974956,0.01823701205365865,0.016192556275661154,-0.0001331864014653714,0.01447298667144605,0.013157941513282053
babi,easy listening,47,1959,2015,0.018665593101765167,0.03413750341081718,0.015471910309052012,0.0002978176369165989,0.025627805656232825,0.02513729651526742
babi,electronic,45,1971,2015,0.019780413927076034,0.018196060499230834,-0.0015843534278452004,9.244732343864286e-05,0.017569389572040125,0.018137413485628532
babi,experimental,52,1964,2015,0.014771564489878942,0.013301178120144088,-0.0014703863697348545,-0.0002470404550278173,0.01143614924092166,0.006316568821022306
babi,folk,57,1959,2015,0.02861529130533762,0.012475012462837906,-0.016140278842499717,-0.00016203482813917453,0.012387954314632502,0.011452044669617625
babi,funk,51,1965,2015,0.07405217336061787,0.0343759875488361,-0.03967618581178177,-0.0005986968538348062,0.05485027843902885,0.05054286652596124
babi,glam rock,39,1967,2015,0.011382338320137665,0.021688591990942495,0.01030625367080483,-0.00014878426812116143,0.02301096569303825,0.021688591990942495
babi,gothic rock,34,1977,2015,0.0,0.0034080912963471775,0.0034080912963471775,0.0006204178414399962,0.01011499027300003,0.007371287593668195
babi,grunge,32,1984,2015,0.0,0.01313238690346615,0.01313238690346615,-3.2435493781622236e-05,0.00786529719734529,0.008304205369296647
babi,hard rock,51,1965,2015,0.08352275982967854,0.02240488086682526,-0.06111787896285328,-0.0009712804118923321,0.028407400581469778,0.024679516265083995
babi,hardcore,39,1977,2015,0.0,0.004952716854152733,0.004952716854152733,-0.00026654684649279095,0.007652895067013592,0.003528786696556551
babi,hardcore punk,32,1976,2015,0.0,0.001893424022639026,0.001893424022639026,-0.00010958720207775314,0.0031780675605499256,0.002544905888520278
babi,indie rock,33,1983,2015,0.0028502165038866802,0.01502903403877407,0.01217881753488739,0.0002339547948925998,0.010682676446211821,0.011878884634010425
babi,industrial,35,1981,2015,0.011876108260279777,0.003239104780424246,-0.008637003479855531,-0.00013492832798253095,0.00832164844493428,0.007639118892015118
babi,jazz,61,1955,2015,0.014948201066613471,0.012383756827025548,-0.002564444239587923,0.00018254291536676551,0.015726829894663907,0.014229653650070121
babi,latin,40,1965,2015,0.08270045946230253,0.02281709544427318,-0.05988336401802935,-0.0008772256385990798,0.02067226249340411,0.015548867504723604
babi,metal,48,1968,2015,0.01934899637926907,0.003376003727014334,-0.015972992652254738,-0.000143992407714904,0.005775476367232785,0.004478135101993817
babi,mpb,53,1963,2015,0.0,0.00528583722911657,0.00528583722911657,-0.00034711493369895727,0.011163422355695904,0.008958283949549036
babi,new wave,43,1973,2015,0.04485801695014775,0.020538109573865232,-0.02431990737628252,-0.00016452749162760175,0.015309754977022255,0.01601959645735873
babi,pop,57,1959,2015,0.06305758998257484,0.0311024508816097,-0.03195513910096514,0.000234701416485082,0.03885117286388789,0.0389197482812333
babi,pop rock,32,1982,2015,0.027873631969434175,0.012922308363050373,-0.014951323606383802,-0.0010998798116055083,0.030775099685162087,0.02574776064562022
babi,post-hardcore,35,1981,2015,0.0,0.007033662413754718,0.007033662413754718,0.0002871535917090001,0.0038682934061219755,0.003952790972729805
babi,post-punk,43,1973,2015,0.03314893715460875,0.004781989172012203,-0.02836694798259655,-0.00019654890764965075,0.010995137603482197,0.005775908529214902
babi,power metal,34,1981,2015,0.007452389250833104,0.0021319711251552593,-0.005320418125677844,-0.00014047088661928544,0.0022774144253916288,0.0013676634116634083
babi,progressive metal,32,1984,2015,0.003889535526275762,0.0010959444135551033,-0.002793591112720659,-9.013236480898515e-05,0.0018836420331903468,0.0015979496750321153
babi,progressive rock,53,1963,2015,0.056430305394441715,0.0028372364979174112,-0.05359306889652431,-0.0003204993235606879,0.007618372620125289,0.005580162275525458
babi,psychedelic rock,48,1963,2015,0.01493765362566055,0.014391540772538874,-0.0005461128531216754,-1.0591885677143707e-05,0.00972760072487934,0.011666052576722239
babi,punk,47,1969,2015,0.0886392946559169,0.009493973475259198,-0.0791453211806577,-0.0011597328762121277,0.02213499679442571,0.013250654532514367
babi,rap,32,1984,2015,0.037844886344185806,0.022696240645071773,-0.015148645699114033,-0.00046509420573598314,0.026205744385143896,0.02601443886674204
babi,reggae,42,1969,2015,0.04311430680141045,0.02037445293520097,-0.02273985386620948,0.00014356022125899505,0.021298797222302747,0.019321804492055606
babi,rock,61,1955,2015,0.09994139277765529,0.013187106079762864,-0.08675428669789242,-0.0008071973507620181,0.026239466783469872,0.018158149302156753
babi,samba,42,1963,2015,0.0,0.005122234752241418,0.005122234752241418,-8.658060851462273e-05,0.003371560290052807,0.0006317846943654801
babi,shoegaze,35,1981,2015,0.0,0.008244540289296465,0.008244540289296465,-4.798094774563592e-05,0.0057630508574819765,0.005346123322680968
babi,singer-songwriter,56,1960,2015,0.04121874101825214,0.014933960458006752,-0.026284780560245385,-0.00033336081429207755,0.019780129216893923,0.01627021953440331
babi,soft rock,49,1967,2015,0.012029572958263577,0.058104756495767816,0.04607518353750424,0.0002459029493171109,0.0329093101711824,0.03066790351809305
babi,soul,61,1955,2015,0.06605901572347442,0.048689438624189396,-0.017369577099285022,-0.0008335385770756596,0.08418842806958217,0.07732722291272097
babi,soundtrack,44,1965,2015,0.039211182870419456,0.006742004876755343,-0.03246917799366411,-0.0002025845236581417,0.01257141080728561,0.010744429988466959
babi,synthpop,41,1975,2015,0.0,0.02725369326004142,0.02725369326004142,0.00044817355600610325,0.011514586362745065,0.012751869020527296
babi,thrash metal,37,1979,2015,0.0,0.0006022684427273817,0.0006022684427273817,3.18090283636565e-06,0.0015312133930222925,0.0016242635770343315
want,alternative rock,37,1979,2015,0.0050998710186710965,0.04268259052214547,0.037582719503474374,0.0010950889207189771,0.033019158000093085,0.03920408653007549
want,ambient,43,1971,2015,0.0,0.014650967299129241,0.014650967299129241,0.000232638567722035,0.006413620300622769,0.006551116310611359
want,black metal,36,1980,2015,0.01101670707294499,0.005566045013334858,-0.005450662059610131,5.1034253355139554e-05,0.004128483041447782,0.003943976931506383
want,blues,61,1955,2015,0.03169955508775862,0.04380649848109947,0.012106943393340855,-4.6683887854381485e-06,0.03037236801641997,0.03024742404059948
want,bossa nova,54,1960,2015,0.04614958373006493,0.03797262009683734,-0.00817696363322759,-0.0002792400495443087,0.045965761561509624,0.04244542542306498
want,brazilian rock,34,1982,2015,0.058423670906093725,0.05617945335139918,-0.002244217554694547,0.0003745596964766123,0.060182644794292244,0.06026514680068666
want,classic rock,61,1955,2015,0.03769561504788121,0.02900211975421322,-0.008693495293667988,0.00024088312496993385,0.03758555931130766,0.036152922120614966
want,country,53,1955,2015,0.0037069024242967264,0.04262243183986572,0.03891552941556899,0.0006226373336752056,0.029563153891572803,0.033373732088705234
want,death metal,33,1983,2015,0.0184458637576946,0.010317610895251333,-0.008128252862443269,-2.2976040981072792e-05,0.007831977275162232,0.007248436445866427
want,disco,46,1970,2015,0.04605053459819316,0.04681750577533355,0.0007669711771403909,0.00011572453205531213,0.042511982107450066,0.043604626136365704
want,doom metal,33,1983,2015,0.010359270111965625,0.01614598433388577,0.005786714221920144,0.00024044451365825366,0.009807823369011717,0.010359270111965625
want,dream pop,34,1982,2015,0.012357035174812039,0.060977265122098986,0.048620229947286944,0.001243304618145279,0.028655304371413365,0.026807976187662563
want,easy listening,47,1959,2015,0.007522542678022743,0.024881632508891378,0.017359089830868635,0.00025077981249912936,0.02353862530744525,0.020848869542495783
want,electronic,45,1971,2015,0.0,0.039201075624045456,0.039201075624045456,0.0007992545673719417,0.025784662382800846,0.030879608028012075
want,experimental,52,1964,2015,0.011815180423924295,0.031746332540611134,0.01993115211668684,0.00021505135665003013,0.01861828811044189,0.019590013385952555
want,folk,57,1959,2015,0.019037459655934542,0.04347714991145017,0.02443969025551563,0.00031520891916490563,0.024825107625714857,0.025134493789761615
want,funk,51,1965,2015,0.045639355310010135,0.05907802903583778,0.013438673725827646,-0.00017723516961854133,0.05013354853406208,0.04856353075703908
want,glam rock,39,1967,2015,0.017645500221991642,0.04660830362138207,0.028962803399390426,0.0004900152094682354,0.029147978421099615,0.02526991444218766
want,gothic rock,34,1977,2015,0.00993684792454783,0.029415829684741386,0.019478981760193557,0.0006819767575070529,0.02388700906738292,0.025119942165388508
want,grunge,32,1984,2015,0.01119063203496969,0.05843559665750344,0.04724496462253375,0.0004232645539589083,0.035707591244209344,0.03425362532188278
want,hard rock,51,1965,2015,0.020157482212522213,0.0352390329670271,0.015081550754504888,0.00038371130271149835,0.032476466186363975,0.03423458523144523
want,hardcore,39,1977,2015,0.07022166583684833,0.03015898579427673,-0.0400626800425716,-0.0003814436552365436,0.03309807194939488,0.03015898579427673
want,hardcore punk,32,1976,2015,0.05233111599138468,0.03615303635773892,-0.01617807963364576,-0.0008201329182760158,0.03636469282834999,0.034415511557744555
want,indie rock,33,1983,2015,0.020047028339771268,0.049383391519535726,0.029336363179764458,0.00042288446333755045,0.039222256468109624,0.03807707528984674
want,industrial,35,1981,2015,0.02667689145299111,0.02673852872770278,6.163727471166988e-05,-0.00011071308334090595,0.03560511024532653,0.0317289468219453
want,jazz,61,1955,2015,0.0085289738376983,0.038495020323080734,0.029966046485382432,0.0005285560303003431,0.01652642362449464,0.016491068954998793
want,latin,40,1965,2015,0.07064146236796184,0.06940670852508694,-0.0012347538428749,0.0005348337393189009,0.05350769192434156,0.05666851696184154
want,metal,48,1968,2015,0.033455435353763954,0.01958748657817031,-0.013867948775593643,-4.5472921910702375e-05,0.024095095914427742,0.0218397882653472
want,mpb,53,1963,2015,0.04021993434939165,0.06442293147068276,0.024202997121291106,0.00039843749859037094,0.06330367606821163,0.05541084261073058
want,new wave,43,1973,2015,0.04842056439548549,0.04034321470996583,-0.00807734968551966,-9.942610419899682e-05,0.0368294719803696,0.03775255340617562
want,pop,57,1959,2015,0.05059477124628656,0.05994630460879527,0.009351533362508713,0.0004325777136667099,0.047842475965361196,0.049925265426207496
want,pop rock,32,1982,2015,0.037840531843899766,0.0608092475038575,0.022968715659957735,0.0009157955412460966,0.05182324679011068,0.05443362502634355
want,post-hardcore,35,1981,2015,0.05065798878126895,0.03963462639215615,-0.011023362389112806,-0.00026812693737250404,0.029455207235148415,0.028636175498968873
want,post-punk,43,1973,2015,0.03946872108915012,0.033593393026479984,-0.005875328062670139,0.00011179191457674771,0.029507141715141353,0.028106577099619195
want,power metal,34,1981,2015,0.010857066814620323,0.013800186383640785,0.002943119569020462,5.929792740584282e-05,0.010072385676927463,0.010465353536239137
want,progressive metal,32,1984,2015,0.009825977600751348,0.01451447688677331,0.004688499286021962,-1.0107549862040174e-05,0.016049232925938496,0.01612731304301139
want,progressive rock,53,1963,2015,0.01760750232787824,0.0254578842437504,0.00785038191587216,2.1300646570075813e-05,0.023071221630068424,0.021939236988306816
want,psychedelic rock,48,1963,2015,0.018023444633401255,0.03642496586024607,0.018401521226844818,0.0002367210518821855,0.02288905366607989,0.02073532654572726
want,punk,47,1969,2015,0.03870127834163301,0.04840752825510711,0.009706249913474095,0.00037596592958423665,0.043326677679135485,0.045244685907111434
want,rap,32,1984,2015,0.04282435048278018,0.054108280351405955,0.011283929868625774,0.0006350753177626823,0.04677356529569604,0.0492839783526401
want,reggae,42,1969,2015,0.006225728970827004,0.04527328249015878,0.03904755351933178,0.00040055826569561066,0.04281553727856494,0.044442786764248385
want,rock,61,1955,2015,0.04690238995144989,0.04832608936591657,0.0014236994144666837,0.00010835038321854378,0.03792830177078836,0.037556281302175684
want,samba,42,1963,2015,0.04572176669940544,0.05494566838396497,0.009223901684559527,8.23930080716643e-05,0.05295357698254871,0.05404139882120461
want,shoegaze,35,1981,2015,0.020997842589792443,0.0408606159450763,0.019862773355283855,0.00029026391318403205,0.039117434386231685,0.040125862829773755
want,singer-songwriter,56,1960,2015,0.03148484643418694,0.03938759972371278,0.00790275328952584,0.00014573184045687564,0.029504651503923823,0.029784868801503078
want,soft rock,49,1967,2015,0.030801133464245862,0.04510389105249856,0.0143027575882527,0.00040024137610212657,0.043796229163045916,0.0440641432439744
want,soul,61,1955,2015,0.012204146215166025,0.05602536548659462,0.043821219271428596,0.0005088803283948267,0.04491257963272856,0.04824932101257799
want,soundtrack,44,1965,2015,0.0035664773758693766,0.018256974634038026,0.01469049725816865,-0.00016637146780169095,0.02168102204268181,0.01888934785082319
want,synthpop,41,1975,2015,0.06223549491786322,0.054212750420263925,-0.008022744497599293,-0.00022125716425868558,0.0388567077412469,0.03829719280884091
want,thrash metal,37,1979,2015,0.00721023165804668,0.013759898706311408,0.0065496670482647285,0.00012545254091868418,0.014339624241562062,0.01347999410119282
blue,alternative rock,37,1979,2015,0.003557938990818597,0.006728996000327,0.003171057009508403,-0.00010729432620594327,0.006995191030423569,0.005902831690122509
blue,ambient,43,1971,2015,0.020998908730955924,0.002521116030560609,-0.018477792700395314,-0.00042554098694561564,0.006548372834922061,0.0031739904375820685
blue,black metal,36,1980,2015,0.0,0.0027584806251840046,0.0027584806251840046,-0.0001968748669049876,0.004876625918667813,0.0032760359970095253
blue,blues,61,1955,2015,0.0468570033278135,0.014577774266670855,-0.032279229061142646,-0.00024833728627954223,0.025253309580547223,0.02420738716383841
blue,bossa nova,54,1960,2015,0.0,0.017849175066940576,0.017849175066940576,6.319543277066247e-05,0.011827106058042498,0.008756135063442104
blue,brazilian rock,34,1982,2015,0.0066413553375288745,0.006812486669930822,0.0001711313324019477,-5.578537654533507e-05,0.005159678736010829,0.004585391282039375
blue,classic rock,61,1955,2015,0.043365003559046794,0.02277897880873246,-0.020586024750314333,-0.0003149681721128738,0.017516682473075935,0.01561484841290567
blue,country,53,1955,2015,0.03337127008874337,0.010763973706701412,-0.022607296382041956,-0.0001601399608683793,0.01530743906561456,0.01525661013654075
blue,death metal,33,1983,2015,0.0,0.00041131621779440426,0.00041131621779440426,0.00010747058822411633,0.0014350507073088079,0.0015344068648500287
blue,disco,46,1970,2015,0.0016633251498098301,0.004705569214239252,0.003042244064429422,-5.426046521649407e-05,0.005715259956818622,0.005440620806512279
blue,doom metal,33,1983,2015,0.0,0.005772405958006596,0.005772405958006596,0.0001709683364273668,0.0047061927665877175,0.004654657206820457
blue,dream pop,34,1982,2015,0.007958641943792722,0.011083633235145138,0.0031249912913524167,0.00010686871235218319,0.012114727036807174,0.011421572580487458
blue,easy listening,47,1959,2015,0.0,0.0,0.0,-3.431368782563528e-05,0.012737699001733717,0.012890839733868918
blue,electronic,45,1971,2015,0.007364501161404785,0.005093488570519195,-0.0022710125908855907,-2.4742295669698317e-05,0.005302162396779385,0.004942705929570893
blue,experimental,52,1964,2015,0.010225760289591984,0.006592829906087049,-0.0036329303835049356,-0.00019721440963440279,0.0066475228888686995,0.004986461849468663
blue,folk,57,1959,2015,0.02777292621921485,0.00735581194709245,-0.0204171142721224,-0.00032763024378543463,0.012629037548140399,0.008610680509087396
blue,funk,51,1965,2015,0.005379598860469525,0.004163521137255886,-0.0012160777232136386,-7.100215074508115e-05,0.005188814043116886,0.004612920271715974
blue,glam rock,39,1967,2015,0.025057577922209133,0.003102607532253852,-0.02195497038995528,-5.9480049167522484e-05,0.011927471081256878,0.013858288519370286
blue,gothic rock,34,1977,2015,0.0023995613826472096,0.003869371857559034,0.0014698104749118245,0.00011103220429077195,0.004499088610714895,0.0038573022784782
blue,grunge,32,1984,2015,0.0,0.0038957028117332588,0.0038957028117332588,6.581864331160533e-05,0.004494669316969966,0.004263887194283361
blue,hard rock,51,1965,2015,0.009270244886091926,0.00264627826086771,-0.006623966625224216,-0.00010201569655771365,0.006220563304796333,0.006712358967598599
blue,hardcore,39,1977,2015,0.0,0.003069927625980961,0.003069927625980961,8.916099131345367e-05,0.0020073804798296188,0.002405351517785542
blue,hardcore punk,32,1976,2015,0.0,0.008564328809324518,0.008564328809324518,0.0001333541159437145,0.003702812633532243,0.002738472196866169
blue,indie rock,33,1983,2015,0.0,0.007831554581195888,0.007831554581195888,0.00012286981197183748,0.004425587230502819,0.004797377606628122
blue,industrial,35,1981,2015,0.0061940100085258526,0.0027878776417214774,-0.003406132366804375,-3.1956917600963214e-05,0.001879183866192707,0.0017947443400708044
blue,jazz,61,1955,2015,0.028364300592361367,0.011394665159816101,-0.016969635432545267,-4.435104999265581e-05,0.011304665837777412,0.011663277943215753
blue,latin,40,1965,2015,0.0,0.0015151926971728976,0.0015151926971728976,8.714967078159025e-05,0.002467823048873175,0.0015388153205900868
blue,metal,48,1968,2015,0.0,0.005061915748242815,0.005061915748242815,-5.066420325646071e-05,0.002940771104055154,0.0021015073918099394
blue,mpb,53,1963,2015,0.03145079582581357,0.00637879856738258,-0.025071997258430987,-5.9104069467945104e-05,0.011639111299853672,0.010240979216206526
blue,new wave,43,1973,2015,0.02765036113928105,0.006732859033295424,-0.020917502105985628,-0.000238624013264874,0.007523079753449074,0.007884323578986814
blue,pop,57,1959,2015,0.04143499075556186,0.00615733966889085,-0.03527765108667101,-0.00035201787413744785,0.01148117504371224,0.007632469028314278
blue,pop rock,32,1982,2015,0.0,0.004389709750219738,0.004389709750219738,-3.0038021937816397e-05,0.0038319903527508125,0.0032488702772741555
blue,post-hardcore,35,1981,2015,0.0024005901466829047,0.005202214096641104,0.0028016239499581994,0.00010399487825521707,0.0038274047201744504,0.0033357249559694997
blue,post-punk,43,1973,2015,0.007136632173119144,0.004906263547461275,-0.002230368625657869,-0.00013590049694416068,0.006648720266932467,0.006573856623548036
blue,power metal,34,1981,2015,0.003019248378790125,0.0030787567726381273,5.950839384800217e-05,-2.372667898815995e-05,0.004869216831721161,0.0035053803072145682
blue,progressive metal,32,1984,2015,0.0,0.0028683389557966196,0.0028683389557966196,-0.00017874732040011715,0.00428405363419282,0.002854637009977359
blue,progressive rock,53,1963,2015,0.007859097530682728,0.007322174965117282,-0.0005369225655654456,-3.563046545115825e-05,0.005764446955479193,0.005693037480673251
blue,psychedelic rock,48,1963,2015,0.023562173969297398,0.0071938071666439625,-0.016368366802653436,-0.00020212304245857722,0.009497811740749672,0.009591455368536516
blue,punk,47,1969,2015,0.0,0.005485749273979345,0.005485749273979345,5.92315936737292e-06,0.005763314850784646,0.0054228752620238095
blue,rap,32,1984,2015,0.0011843918237703869,0.004570572217622737,0.00338618039385235,8.227896674830631e-05,0.0034370820417680232,0.003715451772758967
blue,reggae,42,1969,2015,0.014245298014947356,0.0036216437441503307,-0.010623654270797025,-0.00013727639022353562,0.007313813996978537,0.00521842612783622
blue,rock,61,1955,2015,0.05525508798899452,0.006983345735789952,-0.04827174225320457,-0.0003384695218868413,0.010724935899790263,0.0075807936410267505
blue,samba,42,1963,2015,0.014178205420497511,0.0,-0.014178205420497511,-0.00010373849981427883,0.005997864387494505,0.00421311605365322
blue,shoegaze,35,1981,2015,0.0036814553673982444,0.007539555658458417,0.0038581002910601726,-0.00020821487576351024,0.0076856128201080835,0.006058088565355363
blue,singer-songwriter,56,1960,2015,0.00220006752223223,0.009408414213240176,0.007208346691007946,-0.0003055799598549252,0.013745893410796715,0.009556252795266104
