genre,n_valid_windows,mean_relative_position,median_relative_position,mean_absolute_relative_position,feature
soft rock,49,0.2834244812250414,0.2757539697671362,0.2920195245481557,love
soul,61,0.6081807315078859,0.6001315261265252,0.6081807315078859,love
soundtrack,44,-0.14771436288421375,-0.18010001985680238,0.15653577425265164,love
synthpop,41,-0.008600703709249286,-0.013730059869398646,0.1656564348800808,love
thrash metal,37,-0.37826568865252547,-0.38136051850533426,0.37826568865252547,love
alternative rock,37,-0.114421073227875,-0.09029240420381585,0.114421073227875,babi
ambient,43,-0.21422751175360344,-0.2172913730404064,0.2204016554095582,babi
black metal,36,-0.2582477493227585,-0.2630209711744256,0.2582477493227585,babi
blues,61,0.5309897883737873,0.4995646413067464,0.5309897883737874,babi
bossa nova,54,-0.23504286378695116,-0.2665664189552891,0.23846964991098035,babi
brazilian rock,34,-0.16798123994011568,-0.2087550534969661,0.18168257427687817,babi
classic rock,61,0.14097442747186995,0.12923938479954097,0.16175737004937465,babi
country,53,0.06931230657176057,0.07924699580689584,0.21296444369028708,babi
death metal,33,-0.2654725167372485,-0.26017559620850833,0.2654725167372485,babi
disco,46,0.3799647902085324,0.3760491937296623,0.3818612084837624,babi
doom metal,33,-0.25013404499093755,-0.24761925350351016,0.2501340449909376,babi
dream pop,34,-0.07369411589360665,-0.07957131022159708,0.09205778154267708,babi
easy listening,47,0.03559635164144584,-0.0004966669662157872,0.18478556094076362,babi
electronic,45,-0.04335811693028916,-0.0027915665694814235,0.12732315662856722,babi
experimental,52,-0.14739077933476666,-0.19890835273084173,0.20905428474123716,babi
folk,57,-0.14422200802384894,-0.13987077412106205,0.1442220080238489,babi
funk,51,0.4177789313112877,0.3306799833346425,0.4177789313112877,babi
glam rock,39,0.008319487367440783,-0.005351035090260049,0.08329508597815831,babi
gothic rock,34,-0.12327333956960797,-0.1918646121776989,0.19294855670996475,babi
grunge,32,-0.16343876013545197,-0.1732242090631368,0.163438760135452,babi
hard rock,51,0.0534652731286306,0.045121770309516786,0.12718279083873635,babi
hardcore,39,-0.17403058835269133,-0.2103314396516213,0.1850695747667325,babi
hardcore punk,32,-0.23249940516984968,-0.23018991181020448,0.2324994051698497,babi
indie rock,33,-0.12117632913234691,-0.09565111495162708,0.12117632913234691,babi
industrial,35,-0.15838341140798917,-0.1598804929204143,0.15838341140798917,babi
jazz,61,-0.09615938329676775,-0.08553562151403388,0.1552313195588363,babi
latin,40,-0.03692629626903512,-0.06678915588553774,0.14415410355203187,babi
metal,48,-0.2094423559982148,-0.2137943950102137,0.2094423559982148,babi
mpb,53,-0.15778827070173287,-0.16136241269397097,0.16225660092702382,babi
new wave,43,-0.07387416226068612,-0.07459881909963594,0.10417601566265097,babi
pop,57,0.2022920984976768,0.2803134001983186,0.2611149517123588,babi
pop rock,32,0.1494001772467213,0.11568749627527086,0.1574117700528453,babi
post-hardcore,35,-0.2163860272243801,-0.2019009279770602,0.21638602722438008,babi
post-punk,43,-0.13360095021712695,-0.1947283744301155,0.16401015050639814,babi
power metal,34,-0.24206575293277563,-0.2486963288621693,0.24206575293277563,babi
progressive metal,32,-0.24671889873066255,-0.24725163862190938,0.24671889873066255,babi
progressive rock,53,-0.2032352863952069,-0.20714024961394886,0.20867108746488555,babi
psychedelic rock,48,-0.16680362352849618,-0.16518423085258732,0.16680362352849618,babi
punk,47,-0.014540591646364676,-0.1018971588169484,0.16889442736338087,babi
rap,32,0.09203503582392318,0.0850367551441363,0.09622073987172672,babi
reggae,42,0.00671476639258656,0.02142081634158935,0.1860589510472636,babi
rock,61,-0.003965247972166567,-0.03368921035639169,0.10739060068296069,babi
samba,42,-0.24935287280042104,-0.2534501182888888,0.24935287280042107,babi
shoegaze,35,-0.19399957016288746,-0.20172209254975484,0.19442962555883994,babi
singer-songwriter,56,-0.05792464329921443,-0.06060889852502138,0.08090869237349572,babi
soft rock,49,0.15587233107010534,0.08055610176029908,0.19188447563767724,babi
soul,61,0.7029673294928609,0.6909685615444434,0.7029673294928609,babi
soundtrack,44,-0.11538511736231861,-0.12215721385988322,0.11879891375504652,babi
synthpop,41,-0.1136432979217029,-0.10149897271646825,0.14449217363451103,babi
thrash metal,37,-0.25217814868413846,-0.25678351912672365,0.2521781486841385,babi
alternative rock,37,-0.035233992961070375,0.015046036175618355,0.11695544870087295,want
ambient,43,-0.3458829328849793,-0.3504975402020308,0.34588293288497923,want
black metal,36,-0.3793445987860236,-0.38630695430033357,0.37934459878602367,want
blues,61,-0.016720525655470803,-0.021063511677041277,0.11548785954113078,want
bossa nova,54,0.16351626177643808,0.10214403762299559,0.20569111185560743,want
brazilian rock,34,0.28154366084948507,0.28999691535123673,0.281543660849485,want
classic rock,61,0.06624137417413227,0.04589167493017639,0.1173838642659352,want
country,53,-0.037057911777148025,0.004703103717194649,0.114909542278547,want
death metal,33,-0.33930257071730935,-0.3448283364167282,0.33930257071730935,want
disco,46,0.0940933587580145,0.09746936032116219,0.1296496586935332,want
doom metal,33,-0.3160668709959054,-0.3121883455941515,0.31606687099590547,want
dream pop,34,-0.09329913678500736,-0.11536037485043152,0.1386407792251671,want
easy listening,47,-0.12204260643676226,-0.16099608202795163,0.19007074984078617,want
electronic,45,-0.1145212562274533,-0.05179967553921358,0.12473449276253579,want
experimental,52,-0.18578786719111104,-0.1834616415684585,0.1859685732194019,want
folk,57,-0.10618306858453715,-0.09057963089929094,0.11441708978320742,want
funk,51,0.2002580310645906,0.1963468405833673,0.20560688424524473,want
glam rock,39,-0.058769826330224324,-0.07767619609919078,0.1285411023986096,want
gothic rock,34,-0.14726934182167148,-0.14812793493479842,0.15534333017818056,want
grunge,32,-0.011663066813378819,-0.028382212867092735,0.06838084758932375,want
hard rock,51,-0.01832299445858999,-0.006837370307405444,0.0602609674134128,want
hardcore,39,-0.028054575840512175,-0.06775538630634405,0.11412499161501387,want
hardcore punk,32,0.007914576644334698,-0.05432268266750853,0.1634028323058345,want
indie rock,33,0.03148357391741308,0.03225501167344254,0.07397497109925072,want
industrial,35,-0.005455417823455929,-0.04188571798355935,0.14092333796289272,want
jazz,61,-0.2015496000835593,-0.20922284493592422,0.20205978799195826,want
latin,40,0.21893987522550162,0.24088168337284602,0.24660839801292522,want
metal,48,-0.12180760477162168,-0.1607927917847928,0.14868361248345596,want
mpb,53,0.3572530789253383,0.27692980554014857,0.3572530789253384,want
new wave,43,0.017327074722867635,0.002959994030731396,0.08237750476506084,want
pop,57,0.18236695085189172,0.17669418417327315,0.18411061511332305,want
pop rock,32,0.18091904484194968,0.18035625530085297,0.20047863339601457,want
post-hardcore,35,-0.08043290199596931,-0.08092851208200491,0.14154166711747032,want
post-punk,43,-0.07006839986701002,-0.09176895568863751,0.12183220030970228,want
power metal,34,-0.3111869241996961,-0.31145093859390843,0.3111869241996962,want
progressive metal,32,-0.24238778479100775,-0.24206336843416243,0.24238778479100775,want
progressive rock,53,-0.131799872810894,-0.1532769529752572,0.16291456099357232,want
psychedelic rock,48,-0.13637557112290027,-0.13700030642926642,0.14749046657627077,want
punk,47,0.10347574126818242,0.11362415352117058,0.12317824664325874,want
rap,32,0.120521726893507,0.12669501524347573,0.12339693117071537,want
reggae,42,0.09218694281126802,0.08234979371062123,0.1744211702119092,want
rock,61,0.07492305433780802,0.048470054925197424,0.10734748872231156,want
samba,42,0.23382632389527938,0.23400270147345614,0.23382632389527938,want
shoegaze,35,0.03413163389663796,0.036756942114551286,0.06025151145347994,want
singer-songwriter,56,-0.0490413868201859,-0.06240164247277377,0.07585036093028386,want
soft rock,49,0.11439782760643272,0.09652705490698979,0.12816656283720534,want
soul,61,0.15350578429690412,0.1415819474267207,0.15796102274136287,want
soundtrack,44,-0.1612125213650895,-0.20939169538723712,0.1906374731199424,want
synthpop,41,0.039042783724478246,0.019394532562645377,0.12572242618584728,want
thrash metal,37,-0.2566292256942702,-0.26489426706315294,0.2566292256942702,want
alternative rock,37,0.014106844902883513,0.012325231254718015,0.047661268280331036,blue
ambient,43,-0.03196823449978135,-0.07936640827238274,0.1108832320070876,blue
black metal,36,-0.04259681500104753,-0.07334572982487972,0.08610942430159899,blue
blues,61,0.3363325099680281,0.30372594877953885,0.33902680241475464,blue
bossa nova,54,0.09344679572080865,0.028801679210764507,0.18443904675012057,blue
brazilian rock,34,-0.026897765665799597,-0.0373880470622113,0.08509013923207469,blue
classic rock,61,0.15300854158411115,0.14293374707070478,0.16908477057721444,blue
country,53,0.1269898445244826,0.11512374259159941,0.15566823076503186,blue
death metal,33,-0.12121982920731159,-0.11329530599931688,0.12121982920731159,blue
disco,46,-0.03453394870259043,-0.0438351350294284,0.05729018232877844,blue
doom metal,33,-0.03284571154824746,-0.022168711878321097,0.0607257605492072,blue
dream pop,34,0.15852536385206856,0.16202495501367786,0.18109345282004408,blue
easy listening,47,0.10126197085497658,0.1023472647694813,0.18399927372018862,blue
electronic,45,-0.04118573495361059,-0.03456508710383678,0.058091822615162256,blue
experimental,52,-0.034748435948357054,-0.029095731621060758,0.07282138437297864,blue
folk,57,0.07168167821580995,0.04527844715626537,0.1046993023406895,blue
funk,51,-0.05518827585234074,-0.05593941401971575,0.0677690111227628,blue
glam rock,39,0.09812306499963613,0.07918857283152846,0.16409130629965962,blue
gothic rock,34,-0.03806246557437592,-0.05526872890809188,0.09751803746264284,blue
grunge,32,-0.03813777132951312,-0.046595606305256346,0.07841281587874505,blue
hard rock,51,-0.03423630419521556,-0.0365884521023821,0.051539665990629514,blue
hardcore,39,-0.10773504362035273,-0.11157289396698966,0.10825900563462183,blue
hardcore punk,32,-0.057112738846357564,-0.07707796531105862,0.09208543066501959,blue
indie rock,33,-0.042174447561794434,-0.030686192185154393,0.051936372562288655,blue
industrial,35,-0.11460520407740418,-0.1119885710831114,0.11460520407740418,blue
jazz,61,0.049815265876307316,0.07745310710965926,0.13227732320016924,blue
latin,40,-0.10300800189795131,-0.11795534485491896,0.11609497119447906,blue
metal,48,-0.10293926351785271,-0.09491624382249067,0.10573861872208616,blue
mpb,53,0.09656302567947635,0.09694346474545501,0.14691505013943096,blue
new wave,43,0.006527081987146104,0.032247375757428,0.06886539419392763,blue
pop,57,0.045218688798142635,0.031925636032140436,0.0752276504638337,blue
pop rock,32,-0.06148333281082406,-0.09087435305730981,0.08935767538211654,blue
post-hardcore,35,-0.057666844095458525,-0.06802117655055133,0.09178778319994076,blue
post-punk,43,-0.0072891044393730555,-0.026902733519325726,0.06823622442423725,blue
power metal,34,-0.0360320856531329,-0.06826284570926357,0.08737333280750834,blue
progressive metal,32,-0.05027390799930255,-0.07971298066118465,0.08509206077618175,blue
progressive rock,53,-0.046195692196547865,-0.044315106544811134,0.06535895881482917,blue
psychedelic rock,48,0.028874246862595192,0.03917186611062144,0.0716668527044687,blue
punk,47,-0.03296681949656767,-0.024995802861762423,0.06441676898225451,blue
rap,32,-0.06894026654548853,-0.05559694734071791,0.06894026654548852,blue
reggae,42,0.008106182924488427,-0.03243829106098954,0.11789968393035567,blue
rock,61,0.006852806457771054,0.0125689431203146,0.05764734042469178,blue
samba,42,-0.043689339875499736,-0.08187340786337871,0.11503334066811378,blue
shoegaze,35,0.02783906701160929,-0.0016753397189349045,0.09223174937673043,blue
singer-songwriter,56,0.10582688591767811,0.09711961987540106,0.13472873593296839,blue
soft rock,49,0.02114107376850441,-0.004026894243630594,0.12888548110506465,blue
soul,61,-0.06411348732628543,-0.07906068811477197,0.06917798511583349,blue
soundtrack,44,-0.015283520221928958,-0.08391656138899958,0.1309265069010974,blue
synthpop,41,8.564499237234789e-05,0.0005420925274495562,0.08280817704676154,blue
thrash metal,37,-0.13152560892582507,-0.13880273612643806,0.13152560892582507,blue
alternative rock,37,-0.0012648307763682236,0.06148749700988061,0.1265728188233214,feel
ambient,43,-0.30367256564474,-0.3123757750371822,0.30367256564473993,feel
black metal,36,-0.23525115721949275,-0.2668188153582454,0.24605770323160783,feel
blues,61,-0.08335772340131604,-0.0922949944778893,0.11762592162670195,feel
bossa nova,54,-0.222805436451054,-0.21158179085175716,0.22280543645105405,feel
brazilian rock,34,-0.178330640373856,-0.20457913338785966,0.17843277928175844,feel
classic rock,61,0.02245389142485684,-0.003673866684792472,0.06827287123233076,feel
country,53,-0.07502318064012425,-0.09125556304924892,0.12628749833870037,feel
death metal,33,-0.151781937501847,-0.14438515599705634,0.151781937501847,feel
disco,46,0.2002346120491311,0.17868361408091066,0.20566824585561735,feel
doom metal,33,-0.06648288246708875,-0.10352176101178084,0.10485472927517384,feel
dream pop,34,0.05308989344637792,0.05899819231284049,0.13478921050745532,feel
easy listening,47,0.007186517592390617,0.0014980658520616186,0.1606298122609543,feel
electronic,45,-0.08757950524628942,0.007888962658414687,0.12567379813258925,feel
experimental,52,-0.13273545623554084,-0.16568017979068717,0.18895694562541376,feel
folk,57,-0.09744616184468946,-0.10703758598734682,0.12997810724720762,feel
funk,51,0.028100855562617433,-0.0007754809840230262,0.11999221745896597,feel
glam rock,39,-0.04146878733624154,-0.086054118242108,0.1933801778934295,feel
gothic rock,34,0.07548162790374152,0.08132652839405113,0.13011144932138122,feel
grunge,32,0.15614408180629766,0.186818724842783,0.16559595687973708,feel
hard rock,51,0.029483430870425455,0.023671246048528875,0.06882203489508784,feel
hardcore,39,-0.01196824657041947,-0.02884636524643768,0.15058069474340172,feel
hardcore punk,32,-0.0710845926708363,-0.040249569804284485,0.16104445074908735,feel
indie rock,33,-0.008141333427144631,0.003493464509772832,0.09984825280203637,feel
industrial,35,-0.0858574240073828,-0.0639163523144734,0.09411381795488612,feel
jazz,61,-0.1856839927723423,-0.17200456577878442,0.18568399277234232,feel
latin,40,0.02609857817315161,0.031016155665594222,0.1008064007568098,feel
metal,48,0.16762244769014792,0.1295834599511638,0.1827218079538664,feel
mpb,53,-0.16648359514191563,-0.16725167343865008,0.1683646995926002,feel
new wave,43,0.043431551089813225,-0.0013955257051563165,0.10044089491615747,feel
pop,57,0.1223040888394274,0.12264338911369017,0.1321369191690865,feel
pop rock,32,0.08773455222645121,0.11997852034916705,0.16742285792057965,feel
post-hardcore,35,0.00811514667565328,0.03680845292229139,0.1696570407205766,feel
post-punk,43,-0.01677209125606307,-0.0017640903229330937,0.0794680697359116,feel
power metal,34,-0.04810871765831354,-0.08416960190826465,0.10339491442615789,feel
progressive metal,32,0.04062884456286691,0.029539175818867943,0.10618315252406199,feel
progressive rock,53,0.01661659758074627,0.031830662926498256,0.09511288750806703,feel
psychedelic rock,48,0.02677472274091135,0.004731647674503775,0.09473108512056354,feel
punk,47,0.006189829173499632,-0.01858115115975848,0.09857843374940256,feel
rap,32,-0.141407948947969,-0.10929661581127972,0.141407948947969,feel
reggae,42,-0.08450332526436587,-0.08218772953741463,0.09915671238747939,feel
rock,61,-0.01999054169700908,0.04423524284938919,0.11050109802984041,feel
samba,42,-0.173356792093636,-0.18646721106358094,0.17337059407681452,feel
shoegaze,35,0.16491967898582885,0.12216766331063977,0.17718813931164096,feel
singer-songwriter,56,-0.027219229606876543,-0.03420758292980618,0.08987043156892807,feel
soft rock,49,0.15485602959837202,0.12100707791574214,0.1796721462420119,feel
soul,61,0.15225209173862977,0.14908055685950308,0.1701667674792203,feel
soundtrack,44,-0.16057136873073496,-0.19607804661158434,0.1882579548586331,feel
synthpop,41,0.02595031313279782,0.020710291003468145,0.057124405473635495,feel
thrash metal,37,-0.028737548023607715,-0.015857835774694698,0.07653339159924641,feel
alternative rock,37,-0.041167043374098024,-0.03861208806447756,0.05152450379627922,man
ambient,43,-0.1924570908536043,-0.18790636811573974,0.1924570908536043,man
black metal,36,0.08151053548786527,0.07956499639404539,0.11705409750029269,man
blues,61,0.29868261770009474,0.29121216744989986,0.30009423215374825,man
bossa nova,54,-0.11017683032280978,-0.1146813618862364,0.1463417172981101,man
brazilian rock,34,-0.07637271241485687,-0.11256716301381413,0.13169129436245075,man
classic rock,61,0.048365422287424555,0.03854487900995464,0.08895552022484955,man
country,53,0.23531738539182326,0.23633770181740218,0.2518076844551382,man
death metal,33,0.11828020734755529,0.11887858349321107,0.12316992841944725,man
disco,46,0.051001635992736036,0.015372816857937111,0.12701455788101707,man
doom metal,33,0.05743321373982513,0.04989555453456696,0.07969768574640211,man
dream pop,34,-0.1339028708807805,-0.11662362944553598,0.13565224463499953,man
easy listening,47,-0.06318433682633189,-0.09035279991036169,0.1633549278723918,man
electronic,45,-0.15077653212497064,-0.12975376296662397,0.15077653212497064,man
experimental,52,-0.0718350727228916,-0.06039027324471874,0.09063270721943507,man
folk,57,0.11490070267055624,0.06322833832913215,0.13993032312575754,man
funk,51,0.08388721354856868,0.07195364411482859,0.14678408370878415,man
glam rock,39,0.06395720794693506,-0.0015304588030322192,0.17389058791692785,man
gothic rock,34,-0.05853749490316934,-0.1031233679679166,0.13418284468220334,man
grunge,32,-0.05195429629401788,-0.05078657798030227,0.06606371391608087,man
hard rock,51,0.043372015372779536,0.0140074896089696,0.06497927836128589,man
hardcore,39,0.0008450772278314364,-0.03560515222782002,0.11170103131960103,man
hardcore punk,32,0.09652437181131361,-0.018010603162242882,0.18363210817510828,man
indie rock,33,-0.0034244189573620935,0.002079388909808565,0.03695714605913432,man
industrial,35,-0.02880405856513862,-0.02854318941554463,0.08422301767753812,man
jazz,61,-0.09899857072553972,-0.10830283052525463,0.12247323732934545,man
latin,40,-0.11569187941998116,-0.10397711853334216,0.11774664325449971,man
metal,48,0.12490634880744637,0.06180526904360677,0.13316597656642373,man
mpb,53,-0.10532129739339703,-0.09759838266242613,0.11122722066475965,man
new wave,43,0.016755898301863963,0.027537479045962293,0.052684555973039955,man
pop,57,-0.06076648423035742,-0.06602723936022337,0.07329741931827112,man
pop rock,32,-0.02848026303016402,-0.09589002179614939,0.16661882638802056,man
post-hardcore,35,-0.10833418845448863,-0.11326221418706642,0.12379037135642132,man
post-punk,43,0.009066146239858719,-0.008148966355360557,0.07000967041658537,man
power metal,34,0.11721137141575937,0.1246831605431285,0.15742481729942318,man
progressive metal,32,0.0172281443625165,0.01515301447404704,0.06905918744066142,man
progressive rock,53,0.02808558125782635,0.05187317139123069,0.08511114018573344,man
psychedelic rock,48,-0.0317058191600854,-0.05424347353565011,0.09758091335528328,man
punk,47,-0.03525161383774642,-0.03210424280107846,0.08164314112307154,man
rap,32,0.4707615858260299,0.4646315099990551,0.4707615858260299,man
reggae,42,0.314566189027736,0.21664489490819094,0.33639737534266456,man
rock,61,-0.03745110203778314,-0.021998050655464948,0.0819522334990499,man
samba,42,-0.07798693779418982,-0.06671852642953763,0.11189634098389252,man
shoegaze,35,-0.1762417783524362,-0.1912715660480958,0.17665714954795594,man
singer-songwriter,56,0.10618382411848484,0.08253046625907831,0.1294947955015244,man
soft rock,49,-0.021919058688664853,-0.052075560151089016,0.16035805306954276,man
soul,61,0.009197725664311986,0.027225584340603445,0.09522940279105895,man
soundtrack,44,-0.023929827604778322,-0.06612734426326525,0.12699181276541194,man
synthpop,41,-0.029628197075003703,-0.07899360279349171,0.1340282421560081,man
thrash metal,37,0.04103366837817393,0.042786386548883566,0.06835468415438042,man
alternative rock,37,0.07497995252340206,0.10303533658299416,0.10672837634003991,well
ambient,43,-0.2725319866698281,-0.27392782845953295,0.27253198666982803,well
black metal,36,-0.25330038665539617,-0.2511874740733624,0.25330038665539617,well
blues,61,0.43789477507661256,0.37585092915524837,0.43789477507661256,well
bossa nova,54,-0.11128361540751962,-0.10787532075404954,0.1473026355795248,well
brazilian rock,34,0.006197335246504132,-0.019478508555048162,0.11118716601978587,well
classic rock,61,0.2506155054372864,0.21075877549091335,0.2506155054372864,well
country,53,0.150737825448722,0.18435824143643895,0.180474484305138,well
death metal,33,-0.2617367399966562,-0.25795039684512017,0.26173673999665625,well
disco,46,-0.036473119033933264,-0.036726259969217454,0.0908303740904156,well
doom metal,33,-0.15898172597421054,-0.1638630874294778,0.15898172597421054,well
dream pop,34,-0.0824028071293499,-0.0735418492265279,0.09503301232199737,well
easy listening,47,-0.0776270023784266,-0.07856759056823505,0.12471967949196222,well
electronic,45,-0.16053473243774682,-0.13258991287585148,0.16294104693233505,well
experimental,52,-0.11298561063083401,-0.1109497826992521,0.14098912407588637,well
folk,57,0.053832704132309256,0.059313832883757765,0.19383446947128052,well
funk,51,0.045193786601896165,-0.016768203061665862,0.13800366168229156,well
glam rock,39,-0.018286614852058274,-0.047595186763502904,0.1431287065113841,well
gothic rock,34,-0.1578375274816629,-0.1595980495756279,0.1590873487153721,well
grunge,32,-0.01246690375757375,0.016174262931762006,0.09564423399607877,well
hard rock,51,0.07185461271472308,0.07789798512390206,0.07767906276553699,well
hardcore,39,0.00875136603279297,0.007431211452977971,0.09032379859508231,well
hardcore punk,32,-0.03963174767162294,-0.11888261682016342,0.1850792148757156,well
indie rock,33,0.12995664817179284,0.11410352670646394,0.12995664817179284,well
industrial,35,-0.0836034681527323,-0.07832528358422744,0.08963996886232194,well
jazz,61,-0.21212466370325223,-0.20018860536814773,0.21212466370325217,well
latin,40,-0.05914827394844176,-0.06442329345863212,0.08032133848952075,well
metal,48,-0.03136483993559742,-0.08296770538238712,0.13047517060319802,well
mpb,53,-0.10930519057415201,-0.0937646279868454,0.11809689035896405,well
new wave,43,-0.007106903530095257,-0.020657000301003207,0.08444099068613865,well
pop,57,-0.06436606939958948,-0.03890321076389865,0.09157030565468145,well
pop rock,32,0.03926981580241957,0.06414748562000012,0.10895306113467934,well
post-hardcore,35,0.023779407334543503,0.005693966483696113,0.14923774587310903,well
post-punk,43,0.008898073277817753,-0.003008215158958807,0.10678673046722799,well
power metal,34,-0.193035942905931,-0.20069200727875514,0.19596241067788148,well
progressive metal,32,-0.1642261124708717,-0.16764923499834133,0.1642261124708717,well
progressive rock,53,-0.07453570779230702,-0.07108736530133342,0.11588710864650428,well
psychedelic rock,48,0.026465421156545987,0.008032553278083667,0.10706004993329236,well
punk,47,0.21111800429584665,0.21745947668874774,0.21228236081594873,well
rap,32,0.19783243913001589,0.1773866976203738,0.19783243913001589,well
reggae,42,-0.05820262943758695,-0.04979848787080528,0.11594595494211844,well
rock,61,0.1697932243479433,0.08608641906635024,0.1757784840594276,well
samba,42,-0.11050942477007278,-0.13954017351247106,0.1530420473042047,well
shoegaze,35,-0.12099491295852834,-0.1455144289936921,0.12185476610159093,well
singer-songwriter,56,0.06432173024063575,0.10512438191016064,0.11864214083410247,well
soft rock,49,0.14190518476457845,0.13053397088797336,0.15537427188592765,well
soul,61,-0.05181036606051829,-0.05439096743404973,0.10061927788424374,well
soundtrack,44,-0.14269832930896983,-0.15248381527489924,0.14749996465040852,well
synthpop,41,-0.09421195507998974,-0.08719103496184284,0.09937581064205193,well
thrash metal,37,-0.15922987349265244,-0.1713873873413468,0.1625644162824257,well
alternative rock,37,-0.013590248690935752,-0.0028735638557511687,0.057531338489982195,like
ambient,43,-0.3549422014857947,-0.3657918821236642,0.3549422014857947,like
black metal,36,-0.27504785513923,-0.2707752924628761,0.27504785513923,like
blues,61,-0.05110025442398516,-0.07062603080338573,0.09991761118506794,like
bossa nova,54,0.19819471735977648,0.17519724523448502,0.2648886008373334,like
brazilian rock,34,0.15322494393019206,0.17487526585328717,0.1795614816325581,like
classic rock,61,0.04165691332141679,0.043901506277858625,0.09875872882223419,like
country,53,0.18893375925999792,0.18430992835557905,0.2195286300349264,like
death metal,33,-0.27835716422442847,-0.2851911441129861,0.2783571642244285,like
disco,46,0.019447039261648657,-0.013292778777827731,0.13699854078341178,like
doom metal,33,-0.17536011653199296,-0.18907973924791985,0.17937281739413363,like
dream pop,34,0.04068780252499159,-0.012805687218091397,0.13388470194717367,like
easy listening,47,0.07814092885454386,0.08235353465855537,0.1802386210770283,like
electronic,45,-0.1687391553637235,-0.1309143681465868,0.17544636039930106,like
experimental,52,-0.06328029983431581,-0.07732935846696287,0.12584929224411112,like
folk,57,0.043219510724297264,-0.017604448650025424,0.11654033236554544,like
funk,51,-0.01179302456311071,-0.02402170502570418,0.08193698845203856,like
glam rock,39,0.016833334187347775,-0.06746726437860076,0.16591408951157552,like
gothic rock,34,-0.1540830138011759,-0.17846948998053652,0.1649871667502032,like
grunge,32,0.04598495818944364,0.04270280277012915,0.08480333352400737,like
hard rock,51,-0.0179501653824268,-0.016023028987854928,0.04820805702933386,like
hardcore,39,0.013613860847453845,-0.05033042428588275,0.11482890325409355,like
hardcore punk,32,-0.14953674471278902,-0.1112445297156898,0.1552837971786724,like
